timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,response_time_task1-svc,locust_response_time_p95,locust_response_time_p99,locust_total_requests,throughput_task2-deployment,response_time_task2-svc
1763402379.716488,65.3669319152832,10.0,7.9,240.43820916871047,0.0,0.8281416751175442,0.6773099223222537,1,1,7.533333333333333,0.30934469964819117,900.0,1500.0,551.0,7.866666666666666,0.2918817409766454
1763402384.8509068,70.50135087966919,10.0,7.6,234.9952864931419,0.0,0.6764300302373487,0.8263410708523924,1,1,7.533333333333333,0.32113079284939894,870.0,1500.0,588.0,7.866666666666666,0.2918817409766454
1763402389.4891121,75.13955616950989,10.0,7.2,235.20921971559085,0.0,0.6126097738619362,0.8104861673866961,1,1,7.533333333333333,0.32113079284939894,870.0,1500.0,626.0,7.866666666666666,0.2918817409766454
1763402394.65567,80.30611395835876,10.0,8.1,229.47440894873822,0.0,0.6695497937687069,0.810486167386696,1,1,7.533333333333333,0.32113079284939894,820.0,1500.0,664.0,7.866666666666666,0.23826768558951972
1763402399.798634,85.44907808303833,10.0,7.6,225.95118539540368,0.0,0.800557730748485,0.6440494558881404,1,1,7.533333333333333,0.32113079284939894,790.0,1400.0,703.0,7.866666666666666,0.23826768558951972
1763402404.4173179,90.06776189804077,10.0,8.0,233.8364741335583,0.0,0.7846304433657709,0.8187680537878369,1,1,7.533333333333333,0.2503398230088495,870.0,1500.0,741.0,7.266666666666667,0.21688042505592847
1763402409.5525088,95.20295286178589,10.0,7.5,233.60794432340572,0.0,0.7846304433657709,0.8187680537878369,1,1,7.533333333333333,0.18876842672413802,870.0,1500.0,776.0,7.266666666666667,0.21688042505592847
1763402414.690111,100.34055495262146,10.0,7.6,231.76001247317032,0.0,0.780046742176278,0.7896439112518523,1,1,7.533333333333333,0.18876842672413802,790.0,1500.0,822.0,7.266666666666667,0.21688042505592847
1763402419.816821,105.46726512908936,10.0,7.7,228.67197209394814,0.0,0.780046742176278,0.6463751376088073,1,1,7.533333333333333,0.18876842672413802,790.0,1500.0,851.0,7.266666666666667,0.21688042505592847
1763402424.436188,110.08663201332092,10.0,7.0,229.26340476486,0.0,0.7605864082871941,0.7742732185404437,1,1,7.533333333333333,0.18876842672413802,790.0,1500.0,889.0,7.266666666666667,0.23934978165938875
1763402429.569532,115.21997594833374,10.0,7.2,232.95742119115945,0.0,0.6690231585366818,0.7742732185404437,1,1,7.533333333333333,0.18876842672413802,790.0,1500.0,931.0,7.266666666666667,0.23934978165938875
1763402434.687664,120.33810806274414,10.0,8.1,229.9801900482573,0.0,0.7711860275342863,0.6573988269607041,1,1,7.533333333333333,0.22084561403508782,780.0,1500.0,973.0,8.0658600806586,0.2858452493872689
1763402439.802182,125.45262598991394,10.0,8.2,231.80359520947994,0.0,0.6215566585419465,0.421041825,1,1,7.666666666666667,0.24893574610244978,790.0,1400.0,1007.0,8.0658600806586,0.2858452493872689
1763402444.4520772,130.10252118110657,10.0,7.5,229.27628233455064,0.0,0.8005392696480552,0.7161726901777906,1,1,7.666666666666667,0.24893574610244978,780.0,1400.0,1049.0,8.0658600806586,0.2858452493872689
1763402449.5859299,135.2363739013672,10.0,7.6,226.90403381978834,0.0,0.6654527153353328,0.7161726901777906,1,1,7.666666666666667,0.24893574610244978,770.0,1400.0,1088.0,8.0658600806586,0.2858452493872689
1763402454.734541,140.38498497009277,10.0,8.5,231.9832019778917,0.0,0.7798885421915579,0.7425293569608701,1,1,7.666666666666667,0.24893574610244978,790.0,1400.0,1134.0,8.0658600806586,0.3191039249720534
1763402459.35555,145.0059940814972,10.0,8.5,233.71269270249357,0.0,0.7487522238311959,0.7535347199351455,1,1,7.666666666666667,0.24893574610244978,790.0,1400.0,1170.0,8.0658600806586,0.3191039249720534
1763402464.527096,150.17754006385803,10.0,8.2,232.67403076372412,0.0,0.6100874717122352,0.7678238163170882,1,1,7.666666666666667,0.23789877451637428,790.0,1400.0,1215.0,7.967463413007967,0.33044406309852686
1763402469.664303,155.31474709510803,10.0,8.2,233.821843816826,0.0,0.5632609949259082,0.7755252263285547,1,1,8.166666666666666,0.2378169162076747,800.0,1400.0,1256.0,7.967463413007967,0.33044406309852686
1763402474.7916129,160.44205689430237,10.0,7.8,231.43195412194453,0.0,0.8007370262927659,0.7755252263285547,1,1,8.166666666666666,0.2378169162076747,790.0,1400.0,1287.0,7.967463413007967,0.33044406309852686
1763402479.418143,165.06858706474304,10.0,7.2,233.12123662155054,0.0,0.8007370262927659,0.4912652000000002,1,1,8.166666666666666,0.2378169162076747,790.0,1400.0,1324.0,7.967463413007967,0.33044406309852686
1763402484.550465,170.20090913772583,10.0,7.2,235.35694906214022,0.0,0.7714501814919044,0.8334585844938681,1,1,8.166666666666666,0.2378169162076747,790.0,1400.0,1367.0,7.967463413007967,0.2645819356746937
1763402489.677493,175.32793712615967,10.0,8.0,233.99823455921853,0.0,0.7714501814919044,0.7206731167099701,1,1,8.166666666666666,0.2378169162076747,790.0,1400.0,1409.0,7.967463413007967,0.2645819356746937
1763402494.805633,180.45607709884644,10.0,8.5,232.08416781292664,0.0,0.7902941810956573,0.8101020274075468,1,1,8.166666666666666,0.24003015135997563,790.0,1400.0,1449.0,7.366666666666666,0.2363001116071428
1763402499.4428868,185.09333086013794,10.0,7.6,242.58690976903029,0.0,0.7902941810956573,0.8026144140699677,1,1,7.6,0.22845333507033785,810.0,1500.0,1481.0,7.366666666666666,0.2363001116071428
1763402504.583574,190.23401808738708,10.0,6.8,241.31198535659115,0.0,0.801292734513443,0.8026144140699677,1,1,7.6,0.22845333507033785,810.0,1400.0,1517.0,7.366666666666666,0.2363001116071428
1763402509.721736,195.3721799850464,10.0,7.1,239.4409789201794,0.0,0.7828456544625102,0.6326913387606542,1,1,7.6,0.22845333507033785,800.0,1400.0,1554.0,7.366666666666666,0.2363001116071428
1763402514.849422,200.49986600875854,10.0,7.2,239.9607378176903,0.0,0.7736424326772262,0.7431344831350286,1,1,7.6,0.22845333507033785,800.0,1400.0,1591.0,7.366666666666666,0.2825915929203538
1763402519.482602,205.13304591178894,10.0,7.9,239.99923520559767,0.0,0.7736424326772261,0.7431344831350286,1,1,7.6,0.22845333507033785,800.0,1400.0,1634.0,7.366666666666666,0.2825915929203538
1763402524.607955,210.2583990097046,10.0,8.1,240.72162167382427,0.0,0.7872393335825275,0.5720986550669599,1,1,7.6,0.2479783991228068,810.0,1400.0,1668.0,7.233333333333335,0.24753592342342334
1763402529.736863,215.38730692863464,10.0,7.2,240.00196352408008,0.0,0.8071231267203582,0.5127447137417838,1,1,7.300000000000002,0.2793217194570137,810.0,1400.0,1700.0,7.233333333333333,0.2475359234234233
1763402534.362672,220.01311612129211,10.0,7.1,240.23499723396935,0.0,0.8071231267203582,0.7324081532717148,1,1,7.3,0.2793217194570137,810.0,1400.0,1735.0,7.233333333333333,0.2475359234234233
1763402539.492745,225.14318895339966,10.0,7.2,237.1902954204856,0.0,0.652173422459532,0.7251183207221947,1,1,7.3,0.2793217194570137,800.0,1400.0,1774.0,7.233333333333333,0.2475359234234233
1763402544.6335511,230.28399515151978,10.0,7.7,243.1043960005148,0.0,0.676667539686624,0.7311269776322966,1,1,7.3,0.2793217194570137,810.0,1400.0,1817.0,7.233333333333333,0.2250430616740089
1763402549.7661572,235.41660118103027,10.0,7.5,246.4521538087277,0.0,0.7883454291143247,0.7311269776322967,1,1,7.3,0.2793217194570137,840.0,1400.0,1851.0,7.233333333333333,0.2250430616740089
1763402554.4069362,240.05738019943237,10.0,7.4,251.23641639573455,0.0,0.8331081807879219,0.7718088824067723,1,1,7.3,0.29576548974943073,850.0,1500.0,1885.0,8.466666666666667,0.25542768762677504
1763402559.525662,245.17610597610474,10.0,7.3,251.85127769877127,0.0,0.856847109050988,0.7718088824067723,1,1,7.433333333333334,0.31658455377574374,850.0,1500.0,1919.0,8.466666666666667,0.25542768762677504
1763402564.658794,250.30923795700073,10.0,8.4,249.8393304001681,0.0,0.856847109050988,0.7425368832634636,1,1,7.433333333333334,0.31658455377574374,840.0,1500.0,1979.0,8.466666666666667,0.25542768762677504
1763402569.8283389,255.47878289222717,10.0,9.0,251.97607200244397,0.0,0.6928132505466102,0.710625429228491,1,1,7.433333333333334,0.31658455377574374,850.0,1500.0,2020.0,8.466666666666667,0.25542768762677504
1763402574.472563,260.1230070590973,10.0,9.2,251.86388246003688,0.0,0.8761006465924109,0.7508511910388507,1,1,7.433333333333334,0.31658455377574374,840.0,1500.0,2054.0,8.466666666666667,0.23940560081466397
1763402579.618612,265.26905608177185,10.0,8.4,255.0081057077796,0.0,0.7484187118031957,0.7508511910388506,1,1,7.433333333333334,0.31658455377574374,850.0,1500.0,2098.0,8.466666666666667,0.23940560081466397
1763402584.745822,270.39626598358154,10.0,8.1,253.84353960238215,0.0,0.9193725110760302,0.6399232654632993,1,1,7.433333333333334,0.31174679487179474,850.0,1500.0,2148.0,,
1763402589.3950589,275.04550290107727,10.0,7.8,258.21429923281835,0.0,0.9193725110760301,0.7640798783653486,1,1,8.5,0.29874732673267296,890.0,1500.0,2173.0,,
1763402594.525457,280.1759009361267,10.0,7.8,258.13621391682153,0.0,0.7452076041027993,0.7640798783653486,1,1,8.5,0.29874732673267296,890.0,1500.0,2213.0,,
1763402599.669676,285.32012009620667,10.0,7.5,258.7632279537062,0.0,0.6486917403014008,0.6210504924676752,1,1,8.5,0.29874732673267296,890.0,1500.0,2248.0,,
1763402604.7877812,290.4382252693176,10.0,7.3,258.2205599261625,0.0,0.8827176628958742,0.7867312087479066,1,1,8.5,0.29874732673267296,880.0,1500.0,2290.0,,
1763402609.410711,295.0611550807953,10.0,6.7,258.09526845470236,0.0,0.7576831579401817,0.7867312087479066,1,1,8.5,0.29874732673267296,890.0,1500.0,2320.0,,
