timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,locust_response_time_p95,locust_response_time_p99,locust_total_requests,response_time_task1-svc,response_time_task2-svc,throughput_task2-deployment
1763315989.158082,110.11517214775085,10.0,7.6,253.5621737906613,0.0,0.6303686531896576,0.8063325957815246,1,1,7.666922230741026,920.0,1400.0,888.0,0.27459313468770613,0.29498214278655244,7.866666666666666
1763315994.318882,115.27597212791443,10.0,8.1,254.35368214517823,0.0,0.5631855580833592,0.8063325957815245,1,1,7.666922230741026,910.0,1400.0,931.0,0.27459313468770613,0.29498214278655244,7.866666666666666
1763315999.482094,120.43918418884277,10.0,8.5,252.27723377478625,0.0,0.7820424214202563,0.6582473747534815,1,1,7.666922230741026,890.0,1400.0,971.0,0.1915405234654996,0.4974959745762712,8.364714899856699
1763316004.145638,125.10272812843323,10.0,8.1,248.36533748292192,0.0,0.7820424214202563,0.6602034976477654,1,1,7.833072230925635,880.0,1400.0,1003.0,0.1915405234654996,0.5382637541954819,8.364714899856699
1763316009.326251,130.2833411693573,10.0,8.1,243.21995257284442,0.0,0.7773781163099989,0.8527910160569735,1,1,7.833072230925635,880.0,1400.0,1056.0,0.1915405234654996,0.5382637541954819,8.364714899856699
1763316014.482037,135.43912720680237,10.0,7.8,250.7699803695916,0.0,0.7773781163099989,0.8527910160569735,1,1,7.833072230925635,890.0,1500.0,1091.0,0.1915405234654996,0.5382637541954819,8.364714899856699
1763316019.1451478,140.1022379398346,10.0,7.8,251.31095187922645,0.0,0.8040691261623193,0.6792812288755868,1,1,7.833072230925635,890.0,1500.0,1123.0,0.1915405234654996,0.5382637541954819,8.364714899856699
1763316024.31142,145.2685101032257,10.0,8.3,247.6153875256997,0.0,0.810196373636618,0.6081821737754303,1,1,7.833072230925635,880.0,1500.0,1168.0,0.1915405234654996,0.5382637541954819,8.364714899856699
1763316029.473258,150.4303481578827,10.0,8.7,244.92668854221426,0.0,0.8300346210250796,0.7849723397150493,1,1,7.833072230925635,860.0,1400.0,1221.0,0.21954996270149435,0.40062509397223517,8.035208215250226
1763316034.111397,155.0684871673584,10.0,8.7,242.38687589880917,0.0,0.6819830210824941,0.7849723397150493,1,1,8.433333333333334,860.0,1400.0,1257.0,0.21954996270149435,0.3486196173384935,8.035208215250226
1763316039.277371,160.23446106910706,10.0,8.7,246.60039397608273,0.0,0.7358035154427314,0.8124345982059077,1,1,8.433333333333334,880.0,1500.0,1289.0,0.21954996270149435,0.3486196173384935,8.035208215250226
1763316044.436357,165.39344716072083,10.0,7.3,249.27969544002,0.0,0.6629310183520318,0.8265241311342355,1,1,8.433333333333334,880.0,1500.0,1344.0,0.21954996270149435,0.3486196173384935,8.035208215250226
1763316049.112629,170.06971907615662,10.0,8.6,251.746511580281,0.0,0.8271712116690295,0.8265241311342353,1,1,8.433333333333334,890.0,1500.0,1382.0,0.21954996270149435,0.3486196173384935,8.035208215250224
1763316054.2588,175.21589016914368,10.0,8.5,252.8097287738936,0.0,0.8510529813900495,0.6778289960926401,1,1,8.433333333333334,890.0,1400.0,1419.0,0.21954996270149435,0.3486196173384935,8.035208215250226
1763316059.4338949,180.39098501205444,10.0,8.0,258.27451543825,0.0,0.8510529813900495,0.7733193389634851,1,1,8.433333333333334,910.0,1500.0,1458.0,0.34802383311647583,0.30413098316759135,7.666666666666667
1763316064.09653,185.05362010002136,10.0,8.1,260.3392132868369,0.0,0.6693562909138654,0.7680450850192377,1,1,8.033601120037336,920.0,1500.0,1500.0,0.3480238331164759,0.23630680803571444,7.666666666666668
1763316069.2612321,190.2183222770691,10.0,7.3,260.02234434221987,0.0,0.8233684438758914,0.7659163680559916,1,1,8.033601120037336,920.0,1500.0,1530.0,0.34802383311647583,0.23630680803571444,7.666666666666667
1763316074.417163,195.37425303459167,10.0,7.1,262.17208525442874,0.0,0.8233684438758914,0.7659163680559916,1,1,8.033601120037336,920.0,1500.0,1567.0,0.34802383311647583,0.23630680803571444,7.666666666666667
1763316079.072424,200.02951407432556,10.0,7.4,262.5391352345813,0.0,0.7970804038680314,0.7068476836455828,1,1,8.033601120037336,920.0,1400.0,1605.0,0.34802383311647583,0.23630680803571444,7.666666666666667
1763316084.229174,205.18626403808594,10.0,7.0,260.4418335911227,0.0,0.6033632963813041,0.57259080173315,1,1,8.033601120037336,920.0,1400.0,1640.0,0.34802383311647583,0.23630680803571444,7.666666666666667
1763316089.394133,210.35122323036194,10.0,7.2,259.483936315796,0.0,0.7711480199301152,0.7091445026900265,1,1,8.033601120037336,910.0,1400.0,1680.0,0.23597956043955992,0.21083914893617026,7.466666666666667
1763316094.53335,215.49044013023376,10.0,8.5,258.0694340483462,0.0,0.6329582947586385,0.603091942312733,1,1,7.633333333333333,890.0,1400.0,1729.0,0.23597956043955992,0.18850220588235306,7.466666666666667
1763316099.204885,220.16197514533997,10.0,9.1,256.0683454907443,0.0,0.7980002119392442,0.5706769063041653,1,1,7.633333333333333,890.0,1400.0,1773.0,0.23597956043955992,0.18850220588235306,7.466666666666667
1763316104.363349,225.3204391002655,10.0,8.3,254.9219594038208,0.0,0.6691963277304839,0.5067353435246015,1,1,7.633333333333333,890.0,1400.0,1806.0,0.23597956043955992,0.18850220588235306,7.466666666666667
1763316109.517746,230.47483611106873,10.0,7.4,254.08199912888136,0.0,0.5924039332624592,0.7028914538208996,1,1,7.633333333333333,880.0,1400.0,1844.0,0.23597956043955992,0.18850220588235306,7.466666666666667
1763316114.1689541,235.12604427337646,10.0,7.1,252.19063992933687,0.0,0.5308228226014624,0.6753293460440829,1,1,7.633333333333333,880.0,1400.0,1888.0,0.23597956043955992,0.18850220588235306,7.466666666666667
1763316119.339162,240.2962522506714,10.0,7.7,257.58341174920196,0.0,0.73602804845931,0.6877111330421641,1,1,7.633333333333333,890.0,1500.0,1919.0,0.23787246948370552,0.25165265486725663,7.833333333333333
1763316124.528543,245.48563313484192,10.0,7.5,255.17997217598037,0.0,0.6061296206017218,0.6877111330421641,1,1,7.466417786073796,890.0,1500.0,1955.0,0.23787246948370552,0.3447695312499997,7.833333333333333
1763316129.180539,250.137629032135,10.0,6.9,254.1933653487667,0.0,0.5489177885164779,0.6775367380655636,1,1,7.466417786073796,890.0,1500.0,1992.0,0.23787246948370552,0.3447695312499997,7.833333333333333
1763316134.366644,255.3237340450287,10.0,7.7,253.94170404284853,0.0,0.4856843037937517,0.5316659014297898,1,1,7.466417786073796,890.0,1500.0,2024.0,0.23787246948370552,0.3447695312499997,7.833333333333333
1763316139.5377421,260.494832277298,10.0,7.2,251.33823807926666,0.0,0.7378552247366774,0.616317493257966,1,1,7.466417786073796,880.0,1500.0,2067.0,0.23787246948370552,0.3447695312499997,7.833333333333333
1763316144.190146,265.1472361087799,10.0,6.9,250.99460160103175,0.0,0.7378552247366774,0.741891985444218,1,1,7.466417786073796,880.0,1500.0,2109.0,0.23787246948370552,0.3447695312499997,
1763316149.356821,270.3139111995697,10.0,8.5,250.43719009514064,0.0,,,1,1,7.466417786073796,880.0,1500.0,2146.0,0.2033109816388147,,
1763316154.51217,275.4692602157593,10.0,8.5,251.14613761999806,0.0,,,1,1,7.700256675222507,860.0,1500.0,2188.0,0.20331098163881467,,
1763316159.180086,280.1371760368347,10.0,8.0,255.9352428241099,0.0,,,1,1,7.700256675222509,880.0,1500.0,2225.0,0.20331098163881467,,
1763316164.336916,285.29400610923767,10.0,7.2,254.3210802394839,0.0,,,1,1,7.700256675222507,880.0,1500.0,2263.0,0.20331098163881467,,
1763316169.51213,290.469220161438,10.0,7.3,253.136454369263,0.0,,,1,1,7.700256675222509,880.0,1500.0,2303.0,0.20331098163881467,,
1763316174.151634,295.10872411727905,10.0,8.1,255.0788386330379,0.0,,,1,1,7.700256675222509,890.0,1500.0,2343.0,,,
