timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,throughput_task2-deployment,locust_response_time_p95,locust_response_time_p99,locust_total_requests,response_time_task1-svc,response_time_task2-svc
1763311956.2628741,9.5367431640625e-07,1.0,0.0,65.65556923548381,0.0,0.0007840505906415594,0.0007288843512158796,1,1,0.0,0.0,79.0,79.0,3.0,0.05426221935227499,0.0737466362146865
1763311961.41277,5.149896860122681,1.0,0.8,68.19168746005744,0.0,0.0005225172353455719,0.0007288843512158797,1,1,0.0,0.13426,150.0,150.0,6.0,0.055551127568574804,0.07515464674414317
1763311966.588301,10.325427770614624,1.0,0.7,62.698804144747555,0.0,0.009929210987726476,0.011450149774220944,1,1,0.0,0.15154666666666666,150.0,150.0,10.0,0.05657494746480636,0.0767588426993085
1763311971.7525709,15.489697694778442,1.0,0.7,57.19646390837928,0.0,0.009929210987726476,0.011450149774220946,1,1,0.0,0.16870666666666667,150.0,150.0,15.0,0.055849783349969,0.07794840215875326
1763311976.406656,20.1437828540802,1.0,0.8,74.84545142182873,0.0,0.028449583577967685,0.014590777327977872,1,1,0.4999833338888704,0.18419666666666668,300.0,300.0,18.0,0.05619384620192739,0.07931968264300955
1763311981.550049,25.28717589378357,1.0,0.9,73.98412291659042,0.0,0.02844958357796768,0.013024552462627782,1,1,0.4999833338888703,0.2,300.0,300.0,20.0,0.057799426889082225,0.0869855888888889
1763311986.692826,30.42995285987854,1.0,0.6,72.49933171372574,0.0,0.02844958357796768,0.026105482784013558,1,1,0.4999833338888704,0.2,240.0,300.0,26.0,0.07023125315772698,0.07712172388694559
1763311991.328535,35.065661907196045,1.0,0.7,92.48243412002921,0.0,0.036453684428989136,0.038754844313777896,1,1,0.4999833338888703,0.552513888888889,300.0,710.0,31.0,0.07173670731767924,0.07149143199560785
1763311996.459436,40.19656276702881,1.0,1.3,106.9927083491977,0.0,0.07488588116817724,0.05944676817709288,1,1,0.4999833338888703,0.6237777777777777,400.0,710.0,37.0,0.07307544024910777,0.07144164263941247
1763312001.6074722,45.34459900856018,1.0,1.0,100.69369584671222,0.0,0.07488588116817724,0.05944676817709288,1,1,0.4999833338888703,0.6952916666666668,400.0,710.0,40.0,0.10784195352839929,0.07140080783174405
1763312006.7514958,50.48862266540527,1.0,0.6,102.15062217850408,0.0,0.09241857609332699,0.06061939983093828,1,1,0.8333333333333334,0.767263888888889,390.0,710.0,44.0,0.10797966298611111,0.07100217391304346
1763312011.430448,55.167574882507324,1.0,0.9,101.79394667502493,0.0,0.092418576093327,0.06061939983093828,1,1,0.8333333333333334,0.8317222222222223,390.0,710.0,50.0,0.11085208333333334,0.07100217391304346
1763312016.560905,60.2980318069458,1.0,1.2,101.44869956236921,0.0,0.08740385328586263,0.06061939983093828,1,1,0.8333333333333335,0.8333333333333334,390.0,710.0,57.0,0.11436155172839506,0.08877425839080458
1763312021.7490501,65.48617696762085,1.0,1.2,102.4852930155072,0.0,0.10107292052244726,0.06209534947651007,1,1,0.8333333333333334,1.0333333333333332,330.0,710.0,62.0,0.11922524555555557,0.09650619166666666
1763312026.3929012,70.13002800941467,1.0,1.1,104.62074679537461,0.0,0.10107292052244726,0.09160512598784562,1,1,0.8333333333333334,1.0333333333333332,330.0,710.0,65.0,0.12090648148148148,0.10000344827586205
1763312031.521757,75.2588837146759,1.0,0.8,103.9825102712527,0.0,0.10107292052244726,0.09160512598784562,1,1,0.8333333333333334,1.0333333333333332,330.0,710.0,69.0,0.11218534482759905,0.10000344827586205
1763312036.654148,80.39127492904663,1.0,0.6,103.7260457330073,0.0,0.07541659206564287,0.06588743196221196,1,1,0.9666666666666667,1.0333333333333332,330.0,710.0,72.0,0.11218534482759905,0.10000344827586205
1763312041.2846332,85.02175998687744,1.0,1.0,104.79481249931268,0.0,0.0898172990063234,0.0612710888888889,1,1,0.9666666666666667,1.0333333333333332,330.0,710.0,80.0,0.11218534482759905,0.10000344827586205
1763312046.417582,90.15470886230469,1.0,1.4,108.52114656329925,0.0,0.0964315416844039,0.09878984329541123,1,1,0.9666666666666667,1.0333333333333332,330.0,710.0,87.0,0.11037583333334575,0.10379416666666666
1763312051.561607,95.29873371124268,1.0,1.2,110.55213665609719,0.0,0.0964315416844039,0.09878984329541123,1,1,0.9666666666666667,1.0,330.0,710.0,93.0,0.11037583333334575,0.10765564516129032
1763312056.693023,100.43014979362488,1.0,1.2,108.8433983778505,0.0,0.11120500757148523,0.11437014472219412,1,1,0.9666666666666667,1.0,330.0,710.0,98.0,0.11037583333334575,0.10765564516129032
1763312061.320386,105.05751276016235,1.0,1.2,106.80422474979423,0.0,0.13078924358443705,0.11437014472219412,1,1,0.9666666666666667,1.0,300.0,470.0,104.0,0.11196292035299624,0.10765564516129032
1763312066.4364958,110.17362260818481,1.0,1.2,106.80422474979423,0.0,0.11587972386587769,0.10736136690264547,1,1,1.1665888940737283,1.0,300.0,470.0,104.0,0.11196292035299624,0.10765564516129032
1763312071.582491,115.3196177482605,1.0,0.4,106.2407963365212,0.0,0.11587972386587769,0.08752695081942005,1,1,1.1665888940737283,1.0,300.0,470.0,107.0,0.11196292035299624,0.10765564516129032
1763312076.725732,120.46285891532898,1.0,0.3,105.67942468680168,0.0,0.09849093061519322,0.08995137893593919,1,1,1.1665888940737283,1.0,300.0,470.0,109.0,0.10640428167866901,0.09507115384615386
1763312081.362433,125.09955978393555,1.0,0.5,108.4271016052777,0.0,0.09849093061519322,0.0899513789359392,1,1,1.1665888940737283,0.7333333333333333,330.0,470.0,114.0,0.10640428167866901,0.07664761904761906
1763312086.504114,130.2412407398224,1.0,0.8,109.38147027579853,0.0,0.09360346399270737,0.08995137893593919,1,1,1.1665888940737283,0.7333333333333333,310.0,470.0,122.0,0.106404281678669,0.07664761904761906
1763312091.64208,135.37920689582825,1.0,1.3,106.57279893925916,0.0,0.07682738315861438,0.0548375721360295,1,1,1.1665888940737283,0.7333333333333333,310.0,470.0,126.0,0.10136519002945582,0.07664761904761906
1763312096.289995,140.02712178230286,1.0,0.9,105.0885406976147,0.0,0.10896954409956018,0.065102488751976,1,1,0.7333822254816988,0.7333333333333333,310.0,470.0,129.0,0.10136519002945582,0.07664761904761906
1763312101.4479349,145.18506169319153,1.0,0.9,104.08010574015366,0.0,0.07309189070543522,0.065102488751976,1,1,0.7333822254816988,0.7333333333333333,310.0,470.0,132.0,0.10136519002945582,0.07664761904761906
1763312106.582914,150.3200409412384,1.0,0.8,102.72162801930276,0.0,0.06939594710836389,0.05228892923816585,1,1,0.7333822254816988,0.7333333333333333,310.0,470.0,138.0,0.09025822475624351,0.10295862068965518
1763312111.734569,155.47169589996338,1.0,0.7,102.64468085555795,0.0,0.0698305705626565,0.05228892923816585,1,1,0.7333822254816988,0.9,300.0,470.0,141.0,0.09025822475624351,0.10295862068965518
1763312116.3755379,160.11266469955444,1.0,0.7,102.19731034935805,0.0,0.07000482871531305,0.07786460545772278,1,1,0.7333822254816988,0.9,300.0,470.0,145.0,0.09025822475624351,0.10295862068965518
1763312121.5409899,165.27811670303345,1.0,0.7,101.06684769365333,0.0,0.07000482871531305,0.07786460545772278,1,1,0.7333822254816988,0.9,300.0,470.0,148.0,0.08089520539163866,0.10295862068965518
1763312126.672415,170.40954184532166,1.0,0.9,102.2225879057641,0.0,0.08118133310747859,0.07154569533745804,1,1,0.8666955565185507,0.9,310.0,470.0,155.0,0.08089520539163868,0.10295862068965518
1763312131.417879,175.15500593185425,1.0,1.0,102.75430643129387,0.0,0.08118133310747859,0.07154569533745804,1,1,0.8666955565185507,0.9,310.0,470.0,158.0,,
