timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,locust_response_time_p95,locust_response_time_p99,locust_total_requests
1763399634.932354,140.3159830570221,1.0,0.8,50.684069180710544,1.0,0.0007585831062670309,0.0007408071900445557,1,1,97.0,100.0,144.0
1763399640.068945,145.4525740146637,1.0,1.1,51.00910801329998,1.0,0.0007585831062670309,0.0006660918983970931,1,1,97.0,100.0,152.0
1763399644.6911428,150.07477188110352,1.0,1.0,50.9822711105167,1.0,0.000758583106267031,0.0007363215535734492,1,1,97.0,100.0,154.0
1763399649.821218,155.20484709739685,1.0,0.7,50.15046142607052,1.0,0.0006802215410633186,0.0008075219182750438,1,1,97.0,100.0,162.0
1763399654.959588,160.3432171344757,1.0,1.1,50.46757778195156,1.0,0.0007839219934994592,0.0007296486803169621,1,1,97.0,100.0,165.0
1763399660.09444,165.47806906700134,1.0,1.3,50.67136054715186,1.0,0.0007839219934994591,0.0007296486803169621,1,1,97.0,100.0,170.0
1763399664.729952,170.1135811805725,1.0,0.9,50.86048857150932,1.0,0.0006127907694206197,0.0005314932614555256,1,1,99.0,110.0,175.0
1763399669.877532,175.26116108894348,1.0,0.7,50.84353956751809,1.0,0.0004763988639168252,0.0005314932614555256,1,1,99.0,110.0,178.0
1763399675.03667,180.42029905319214,1.0,0.9,51.00324062096751,1.0,0.000584122490480272,0.000498354191850953,1,1,98.0,110.0,182.0
1763399679.661278,185.0449070930481,1.0,0.8,50.921034510822444,1.0,0.0006032327100698308,0.0004909342482637621,1,1,98.0,110.0,186.0
1763399684.77631,190.15993905067444,1.0,0.9,51.39966010007667,1.0,0.0006032327100698308,0.0006155240297481406,1,1,98.0,110.0,190.0
1763399689.919411,195.3030400276184,1.0,0.6,51.373901707791866,1.0,0.00045382202166403487,0.0006155240297481406,1,1,98.0,110.0,195.0
1763399695.0507572,200.43438625335693,1.0,0.9,51.363696279285655,1.0,0.0006096128691102431,0.0006305924020181142,1,1,98.0,110.0,197.0
1763399699.681327,205.0649561882019,1.0,0.7,52.00795314934777,1.0,0.0006096128691102431,0.0005095107784256111,1,1,98.0,100.0,201.0
1763399704.8217611,210.20539021492004,1.0,0.7,52.046008171654485,1.0,0.0004932149119145061,0.0006122520879530781,1,1,98.0,100.0,204.0
1763399709.948651,215.33228015899658,1.0,0.4,52.04472758580648,1.0,0.0004972757065874907,0.0006122520879530781,1,1,98.0,100.0,210.0
1763399715.076941,220.4605700969696,1.0,0.7,51.747779912114275,1.0,0.0007270487412961956,0.0006025234941493637,1,1,98.0,100.0,216.0
1763399719.7035189,225.0871479511261,1.0,1.2,51.86233315321219,1.0,0.0007270487412961958,0.0006025234941493637,1,1,98.0,100.0,222.0
1763399724.835208,230.21883702278137,1.0,1.4,52.43065855760087,1.0,0.0005817359328691294,0.000595730428704557,1,1,99.0,100.0,226.0
1763399729.961545,235.34517407417297,1.0,1.1,52.26200739402038,1.0,0.0005570081793184986,0.000595730428704557,1,1,99.0,100.0,231.0
1763399735.09544,240.4790689945221,1.0,0.8,52.55685889079825,1.0,0.0006794420611883193,0.0006247357068107472,1,1,100.0,110.0,238.0
1763399739.72267,245.106299161911,1.0,0.9,52.51456164758744,1.0,0.0006794420611883193,0.0006247357068107472,1,1,100.0,110.0,244.0
1763399744.867307,250.25093603134155,1.0,1.4,52.70378718728805,1.0,0.0005951959544880041,0.010380909467325915,1,1,100.0,110.0,251.0
1763399750.005431,255.38906002044678,1.0,1.3,53.00445332950897,1.0,0.0004332778550358299,0.010380909467325915,1,1,100.0,110.0,258.0
1763399754.640069,260.02369809150696,1.0,1.4,52.928418580220836,1.0,0.0137229354433033,0.010380909467325915,1,1,100.0,110.0,262.0
1763399759.769517,265.1531460285187,1.0,1.2,52.99128979780615,0.9962546816479401,0.0137229354433033,0.010410600000000004,1,1,100.0,110.0,267.0
1763399764.8945081,270.27813720703125,1.0,0.7,52.890572150786014,0.9779411764705882,0.04698691918330204,0.05650689956756233,1,1,100.0,110.0,272.0
1763399770.025253,275.4088821411133,1.0,1.1,52.919558061421085,0.9602888086642599,,,1,1,100.0,110.0,277.0
1763399774.662497,280.04612612724304,1.0,1.4,53.48276402811487,0.9333333333333333,,,1,1,100.0,120.0,285.0
1763399779.790592,285.17422103881836,1.0,1.1,54.02061195882416,0.9140893470790378,,,1,1,100.0,120.0,291.0
1763399784.924791,290.3084201812744,1.0,1.0,54.28553152402968,0.910958904109589,,,1,1,100.0,130.0,292.0
1763399790.067861,295.4514901638031,1.0,0.8,55.864590481536595,0.8956228956228957,,,1,1,100.0,220.0,297.0
