Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,299,266,39,56.620246786008046,3.2488329998159315,362.07295799977146,11.367892976588628,0.9980429047236106,0.8878910122290314,39,63,78,85,97,100,160,260,360,360,360
,Aggregated,299,266,39,56.620246786008046,3.2488329998159315,362.07295799977146,11.367892976588628,0.9980429047236106,0.8878910122290314,39,63,78,85,97,100,160,260,360,360,360
