timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,response_time_task1-svc,response_time_task2-svc,locust_response_time_p95,locust_response_time_p99,locust_total_requests,throughput_task2-deployment
1763312359.513241,9.5367431640625e-07,10.0,7.0,87.05811856568538,0.0,0.35198979222334226,0.24880128046447575,1,1,4.333188893703542,0.16934774436090225,0.13580038759689922,340.0,490.0,33.0,6.836933333333334
1763312364.650843,5.137602806091309,10.0,7.714285714285714,158.95280644795156,0.0,0.302302234408873,0.18227031918282524,1,1,2.233407780259342,0.13720655737704307,0.6084488116500872,640.0,1800.0,73.0,7.489251666666666
1763312369.808043,10.294802904129028,10.0,8.5,161.93915509649105,0.0,0.25244063961431795,0.15038866589719893,1,1,2.233407780259342,0.13720655737704307,0.6162490290516958,470.0,860.0,123.0,8.213675
1763312374.958816,15.445575952529907,10.0,9.6,210.52217035147245,0.0,0.46035024640517896,0.5808527258493248,1,1,2.2334077802593417,0.13720655737704307,0.623466218514344,720.0,1700.0,167.0,8.433333333333334
1763312379.641839,20.128598928451538,10.0,8.5,228.30805044213776,0.0,0.5248461292076034,0.658974342050462,1,1,2.233407780259342,0.13720655737704307,0.5862823607801784,770.0,1600.0,208.0,8.433333333333334
1763312384.788169,25.27492880821228,10.0,8.3,213.27222081033784,0.0,0.5457781588983052,0.7452981420824449,1,1,2.233407780259342,0.13720655737704307,0.6014995884773663,720.0,1600.0,253.0,8.433333333333334
1763312389.9752629,30.46202278137207,10.0,8.2,217.06503352955528,0.0,0.6118460921085754,0.6044214499999999,1,1,2.233407780259342,0.13720655737704307,0.6014995884773663,750.0,1600.0,288.0,7.533333333333333
1763312394.642988,35.12974786758423,10.0,6.8,226.58557621416153,0.0,0.7446645702578732,0.8486590892661974,1,1,8.166666666666666,0.23926801619433274,0.3963211578947369,870.0,1600.0,323.0,7.533333333333335
1763312399.80761,40.29436993598938,10.0,7.8,222.78940250006323,0.0,0.6099665289268336,0.9262650887266493,1,1,8.166666666666666,0.23926801619433277,0.39632115789473693,830.0,1600.0,368.0,7.533333333333333
1763312404.93611,45.42286992073059,10.0,9.2,226.82276777184865,0.0,0.7989919596148756,0.9262650887266493,1,1,8.166666666666666,0.2306525805632994,0.39632115789473693,860.0,1500.0,410.0,7.533333333333333
1763312409.578288,50.06504797935486,10.0,8.6,220.35171395733522,0.0,0.7838854917532071,0.8016256479603335,1,1,8.166666666666666,0.23148252489853086,0.2311014508928571,780.0,1500.0,451.0,7.533333333333333
1763312414.7241988,55.21095871925354,10.0,7.6,246.6555617146232,0.0,0.7838854917532071,0.8016256479603335,1,1,8.166666666666666,0.23232829796759108,0.2311014508928571,920.0,1600.0,490.0,7.533333333333333
1763312419.875773,60.3625328540802,10.0,7.6,251.56156565222054,0.0,0.6192172794522501,0.8016256479603335,1,1,8.166666666666666,0.24249170358094302,0.2311014508928571,920.0,1500.0,526.0,7.833333333333333
1763312425.014103,65.50086283683777,10.0,7.8,252.63303988736814,0.0,0.7943341913960337,0.6208857852002103,1,1,8.266666666666666,0.27027725409836106,0.22429338565022414,920.0,1600.0,565.0,7.833333333333333
1763312429.6387148,70.12547469139099,10.0,7.2,261.4144543416317,0.0,0.8291482745867825,0.5029002733425297,1,1,8.266666666666666,0.27027725409836106,0.22429338565022414,940.0,1800.0,596.0,7.833333333333333
1763312434.770676,75.25743579864502,10.0,7.2,267.0033015726266,0.0,0.6759734952103069,0.7121552385069897,1,1,8.266666666666666,0.3074887949260046,0.22429338565022414,980.0,1700.0,622.0,7.833333333333333
