timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,response_time_task1-svc,response_time_task2-svc,locust_response_time_p95,locust_response_time_p99,locust_total_requests,throughput_task2-deployment
1763312439.9084852,80.39524507522583,10.0,6.4,278.58742498897743,0.0,0.4302554333333333,0.7121552385069897,1,1,8.266666666666666,0.3074887949260046,0.2875606382978723,1000.0,2000.0,665.0,7.833333333333333
1763312444.535917,85.02267694473267,10.0,6.8,283.9008512458316,0.0,0.8532853419985843,0.7222981134425005,1,1,8.266666666666666,0.3074887949260046,0.2875606382978723,1100.0,1900.0,702.0,7.833333333333333
1763312449.679504,90.16626381874084,10.0,7.2,290.11213052500455,0.0,0.6858494257649121,0.7143822495064165,1,1,8.266666666666666,0.3074887949260046,0.2875606382978723,1100.0,2000.0,738.0,7.633333333333333
1763312454.8198159,95.30657577514648,10.0,7.8,297.61939688896933,0.0,0.8786902628811777,0.5748276770653382,1,1,7.133333333333335,0.3580592045454542,0.32157870762711854,1100.0,2000.0,784.0,7.633333333333333
1763312459.9630442,100.4498040676117,10.0,8.6,304.45617738234114,0.0,0.9099637263244144,0.5136646501367638,1,1,7.133333333333333,0.35805920454545415,0.32157870762711854,1100.0,2000.0,824.0,7.633333333333333
1763312464.61447,105.10122990608215,10.0,8.7,298.23438523563925,0.0,0.7500489759694777,0.8681769543280257,1,1,7.133333333333333,0.39816984304932695,0.32157870762711854,1100.0,2000.0,871.0,7.633333333333333
1763312469.746782,110.23354196548462,10.0,8.3,296.7399219425379,0.0,0.679617783551968,0.7221423558020991,1,1,7.133333333333333,0.39816984304932695,0.3489859782608696,1100.0,1900.0,908.0,7.633333333333333
1763312474.886786,115.37354588508606,10.0,7.6,295.4343175845314,0.0,0.8828197732577528,0.8437914192024581,1,1,7.133333333333333,0.39816984304932695,0.3489859782608696,1100.0,1900.0,939.0,7.633333333333333
1763312480.015469,120.50222897529602,10.0,7.5,295.1483496691455,0.0,0.8828197732577527,0.8437914192024581,1,1,7.133333333333333,0.39816984304932695,0.3489859782608696,1100.0,1900.0,982.0,8.166666666666666
1763312484.655682,125.14244198799133,10.0,8.3,296.70688614578995,0.0,0.8652492413302362,0.7091248563255979,1,1,8.0,0.3532656903765687,0.42094611344537836,1100.0,1900.0,1028.0,8.166666666666666
1763312489.814167,130.30092692375183,10.0,8.0,295.4418178306096,0.0,0.8652492413302362,0.6333723830942974,1,1,8.000000000000002,0.35326569037656874,0.42094611344537836,1100.0,1900.0,1059.0,8.166666666666666
1763312494.9337559,135.42051577568054,10.0,7.0,296.2342150242537,0.0,0.8329628908121232,0.8558718196651961,1,1,8.0,0.29261781970649847,0.42094611344537836,1100.0,1900.0,1096.0,
1763312499.56227,140.04902982711792,10.0,7.2,291.6112831229708,0.0,0.8289732351614094,0.827352146603931,1,1,8.0,0.29261781970649847,,1100.0,1900.0,1141.0,
1763312504.705792,145.19255185127258,10.0,8.7,290.5398212993483,0.0,0.8289732351614094,0.827352146603931,1,1,8.0,0.29261781970649847,,1000.0,1900.0,1184.0,
1763312509.848831,150.335590839386,10.0,9.3,288.86848842661243,0.0,0.695424241178717,0.827352146603931,1,1,8.0,0.29261781970649847,,1000.0,1800.0,1224.0,
1763312514.983708,155.47046780586243,10.0,7.6,288.5562143692642,0.0,0.6501097420964723,0.6937267164858081,1,1,7.933333333333334,0.2665113146551715,,1000.0,1800.0,1263.0,
1763312519.609023,160.095782995224,10.0,7.9,289.91355166586254,0.0,0.5868738696929793,0.6284669044852975,1,1,7.933333333333334,0.2665113146551715,,1000.0,1700.0,1304.0,
1763312524.77457,165.26132988929749,10.0,8.1,290.01403849292336,0.0,,,1,1,7.933333333333334,0.252882359081419,,1000.0,1700.0,1339.0,
1763312529.901672,170.38843178749084,10.0,8.1,287.7021052693478,0.0,,,1,1,7.933333333333334,0.252882359081419,,1000.0,1700.0,1383.0,
1763312534.542351,175.0291109085083,10.0,7.9,286.8502374677945,0.0,,,1,1,7.933333333333334,0.252882359081419,,1000.0,1700.0,1416.0,
