timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,locust_response_time_p95,locust_response_time_p99,locust_total_requests
1763398925.178355,9.5367431640625e-07,1.0,0.0,41.421437332852896,1.0,0.0004132864083830715,0.07890656917164816,1,1,82.0,82.0,6.0
1763398930.393827,5.215472936630249,1.0,1.5,48.074821285159224,1.0,0.00033763333333333516,0.0938282802122728,1,1,88.0,88.0,7.0
1763398935.537461,10.35910701751709,1.0,0.6,46.77939924962023,1.0,0.000513341827965691,0.10876743674515066,1,1,88.0,88.0,12.0
1763398940.1851158,15.0067617893219,1.0,0.6,47.66360649995881,1.0,0.0006711118303932685,0.09036535,1,1,88.0,88.0,18.0
1763398945.315954,20.13759994506836,1.0,1.3,50.83724133313202,1.0,0.0005611138050925185,0.08174774825527184,1,1,88.0,89.0,24.0
1763398950.452677,25.274322986602783,1.0,1.2,50.41602622212075,1.0,0.0005036442620165082,0.07864047916666667,1,1,88.0,89.0,27.0
1763398955.591274,30.412919998168945,1.0,0.7,50.81438479411351,1.0,0.0011721792420027856,0.07079434523078434,1,1,88.0,89.0,34.0
1763398960.227884,35.049530029296875,1.0,1.0,50.13416992091822,1.0,0.0011734771660994341,0.06062336098166937,1,1,88.0,89.0,38.0
1763398965.358695,40.18034100532532,1.0,1.3,49.963639181855385,1.0,0.0011263237687557126,0.0010352122362184799,1,1,87.0,89.0,44.0
1763398970.5080051,45.32965111732483,1.0,1.0,49.791350326609525,1.0,0.0011263237687557126,0.0010791346098350753,1,1,87.0,89.0,49.0
1763398975.647552,50.46919798851013,1.0,0.8,50.843312481447356,1.0,0.001126169978097074,0.0009735235092288797,1,1,89.0,100.0,54.0
1763398980.278888,55.100533962249756,1.0,1.1,50.84381942096546,1.0,0.0010064582848548567,0.0008678507198956944,1,1,89.0,100.0,57.0
1763398985.405961,60.227607011795044,1.0,1.1,50.84381942096546,1.0,0.001040466421035007,0.001060803341112896,1,1,89.0,100.0,57.0
1763398990.5381708,65.35981678962708,1.0,0.2,49.31705372573267,1.0,0.0005052837933041341,0.000874440820810993,1,1,89.0,100.0,62.0
1763398995.680041,70.50168704986572,1.0,0.7,47.744230970505775,1.0,0.0004087556406407956,0.0009068150527764895,1,1,89.0,100.0,68.0
1763399000.314107,75.13575291633606,1.0,0.7,47.744230970505775,1.0,0.0003650064855372126,0.0009068150527764896,1,1,89.0,100.0,68.0
1763399005.4489741,80.27062010765076,1.0,0.6,47.94525230978944,1.0,0.0005157164131475374,0.0005355901418595073,1,1,89.0,100.0,71.0
1763399010.59011,85.41175603866577,1.0,0.3,47.81752024319832,1.0,0.0005157164131475374,0.00041301364301818573,1,1,89.0,100.0,74.0
1763399015.228071,90.04971694946289,1.0,0.5,48.0670973895928,1.0,0.0004127278454419741,0.0005057915057915016,1,1,89.0,100.0,77.0
1763399020.3432908,95.16493678092957,1.0,0.7,48.00215482715924,1.0,0.00037180482009688335,0.000511904761904751,1,1,89.0,100.0,81.0
1763399025.532361,100.35400700569153,1.0,0.8,47.98051340227155,1.0,0.0007980192076830755,0.0008767633138813538,1,1,89.0,100.0,87.0
1763399030.1825302,105.00417613983154,1.0,1.0,48.80397939548577,1.0,0.0007980192076830755,0.0008767633138813538,1,1,97.0,100.0,91.0
1763399035.330972,110.15261793136597,1.0,1.1,48.967954520293816,1.0,0.0014361766363416716,0.0008425291732552376,1,1,97.0,100.0,98.0
1763399040.475082,115.2967278957367,1.0,1.1,48.83434266979112,1.0,0.0019719924631941953,0.0007529352826493285,1,1,96.0,98.0,103.0
1763399045.613311,120.4349570274353,1.0,1.0,49.618003458600896,1.0,0.0015760574597611175,0.0014759060135404222,1,1,96.0,98.0,109.0
1763399050.235682,125.05732798576355,1.0,0.9,49.51960090339095,1.0,0.0014074192376169602,0.0016381971170211418,1,1,97.0,99.0,114.0
1763399055.374229,130.1958749294281,1.0,0.7,49.20576151715946,1.0,0.0014530195239115188,0.0016124255759772345,1,1,97.0,99.0,116.0
1763399060.515151,135.33679699897766,1.0,0.7,49.21137537805881,1.0,0.0014326528649352165,0.0013153182477636958,1,1,97.0,99.0,119.0
1763399065.646962,140.46860790252686,1.0,0.6,49.39792004024052,1.0,0.0014235349631493645,0.0011164079602558363,1,1,97.0,99.0,124.0
1763399070.278815,145.10046100616455,1.0,0.8,49.629789679922396,1.0,0.0014235349631493645,0.0009986691589259531,1,1,97.0,99.0,125.0
1763399075.4105809,150.2322268486023,1.0,0.6,49.7436384768382,1.0,0.0006826264771674634,0.0012837275827923896,1,1,97.0,99.0,130.0
1763399080.581208,155.40285396575928,1.0,0.8,49.60131718649085,1.0,0.0006826264771674634,0.0006552659168192638,1,1,97.0,99.0,134.0
1763399085.214848,160.03649401664734,1.0,1.0,49.43511011669528,1.0,0.0006826264771674634,0.0008373698207434255,1,1,97.0,99.0,137.0
1763399090.345021,165.1666669845581,1.0,0.6,49.39729648191237,1.0,0.0005737319516600064,0.0008373698207434255,1,1,97.0,99.0,139.0
1763399095.483579,170.3052248954773,1.0,0.8,50.07553632424026,1.0,0.0008430542643245097,0.0009270844341117955,1,1,96.0,99.0,148.0
1763399100.626712,175.44835805892944,1.0,1.1,50.06019940898208,1.0,0.0007033648563607403,0.0009270844341117956,1,1,96.0,99.0,154.0
1763399105.2499352,180.0715811252594,1.0,1.3,49.97709059342366,1.0,0.0006478868287721656,0.0008366302669944523,1,1,96.0,99.0,155.0
1763399110.391964,185.21360993385315,1.0,0.9,49.624151898604374,1.0,0.0005737182340608732,0.0008366302669944523,1,1,96.0,99.0,158.0
1763399115.573041,190.39468693733215,1.0,0.7,49.921349341341895,1.0,0.0007081568610239519,0.0008366302669944523,1,1,95.0,99.0,164.0
1763399120.208226,195.0298719406128,1.0,0.7,49.921349341341895,1.0,0.00071089555880917,0.0006306170356659601,1,1,95.0,99.0,164.0
1763399125.341395,200.16304087638855,1.0,0.3,49.9348759938824,1.0,0.0007891748828188004,0.0007219430485762128,1,1,95.0,99.0,167.0
1763399130.470507,205.29215288162231,1.0,0.8,49.67378669303716,1.0,0.0006984818667416363,0.0006011409198771622,1,1,95.0,99.0,176.0
1763399135.5991948,210.42084074020386,1.0,1.1,49.84835870376191,1.0,0.0006984818667416363,0.0007302783008997735,1,1,95.0,99.0,179.0
1763399140.225546,215.04719185829163,1.0,1.1,49.79804672912398,1.0,0.0005547750433417675,0.0006124661540071176,1,1,95.0,99.0,181.0
1763399145.361761,220.18340706825256,1.0,0.6,49.86933919779327,1.0,0.0008498128231029618,0.0006727289343812787,1,1,95.0,99.0,192.0
1763399150.4869351,225.3085811138153,1.0,1.3,49.867491334899675,1.0,0.0008498128231029618,0.0006727289343812787,1,1,95.0,99.0,197.0
1763399155.631086,230.45273208618164,1.0,1.3,49.6763758225462,1.0,0.0009146056834002029,0.0006727289343812787,1,1,91.0,99.0,203.0
1763399160.252525,235.07417106628418,1.0,1.1,49.412768115818864,1.0,0.0009146056834002029,0.000527634082436515,1,1,91.0,99.0,207.0
1763399165.393846,240.21549201011658,1.0,1.1,49.34798742440007,1.0,0.000899975102701357,0.0006487726861831573,1,1,91.0,99.0,212.0
1763399170.5306208,245.35226678848267,1.0,1.2,49.949116999852905,1.0,0.0007366296215610607,0.0006487726861831573,1,1,91.0,99.0,224.0
1763399175.666836,250.4884819984436,1.0,1.7,49.73576022792003,1.0,0.000877867189763953,0.00048816031155907413,1,1,91.0,99.0,228.0
1763399180.309506,255.13115191459656,1.0,1.4,50.13769907250557,1.0,0.000663350000000018,0.000440998115669483,1,1,95.0,99.0,234.0
1763399185.4502778,260.2719237804413,1.0,0.8,50.095753313669235,1.0,0.0008767018439058467,0.0009802421924792856,1,1,95.0,99.0,239.0
1763399190.5834508,265.4050967693329,1.0,0.9,50.02122500403251,1.0,0.0008767018439058467,0.0009802421924792854,1,1,95.0,99.0,240.0
1763399195.213544,270.03518986701965,1.0,0.5,50.066988950872044,1.0,0.0007454279191954449,0.000790197737412364,1,1,93.0,99.0,245.0
