timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,response_time_task1-svc,locust_response_time_p95,locust_response_time_p99,locust_total_requests,throughput_task2-deployment,response_time_task2-svc
1763312283.1470568,125.00091862678528,5.0,6.0,137.28556285670206,0.0,0.48820940921490213,0.3687517589002088,1,1,5.0,0.12907923588039863,460.0,830.0,611.0,4.366666666666666,0.141896282527881
1763312288.4239218,130.27778363227844,5.0,4.7,137.4715273877349,0.0,0.4657399151489581,0.34467701742367973,1,1,5.0,0.12907923588039863,460.0,830.0,631.0,4.366666666666666,0.143417716535433
1763312293.616033,135.46989488601685,5.0,3.9,137.196616999448,0.0,0.39579742339146334,0.4176532853088845,1,1,5.0,0.13640753205128206,460.0,830.0,647.0,,
1763312298.273702,140.12756371498108,5.0,3.5,137.94136656800976,0.0,0.4022648225260662,0.4176532853088845,1,1,5.0,0.13640753205128206,460.0,830.0,668.0,,
1763312303.420373,145.27423477172852,5.0,3.8,137.73282447986867,0.0,0.5056894106186071,0.43652661648680524,1,1,4.366521115962802,0.1555578131635604,440.0,830.0,688.0,,
1763312308.560514,150.41437578201294,5.0,4.0,136.17217003146408,0.0,0.505820347469843,0.43652661648680524,1,1,4.366521115962802,0.15555781316356038,440.0,830.0,715.0,,
1763312313.196896,155.05075788497925,5.0,4.8,137.3298971722569,0.0,0.505820347469843,0.43652661648680513,1,1,4.366521115962802,0.1555578131635604,440.0,830.0,738.0,,
1763312318.346901,160.20076274871826,5.0,5.4,139.0699217002716,0.0,0.49580152477763684,0.3496271644247703,1,1,4.366521115962801,0.15555781316356038,450.0,830.0,759.0,,
1763312323.469208,165.3230698108673,5.0,4.2,142.07188892834938,0.0,,,1,1,4.366521115962801,0.15646773483051934,470.0,830.0,780.0,,
1763312328.6051562,170.45901799201965,5.0,3.8,143.40633472875882,0.0,,,1,1,4.366521115962801,0.15646773483051932,470.0,830.0,798.0,,
1763312333.229612,175.08347392082214,5.0,4.1,143.17297325639916,0.0,,,1,1,4.333188893703542,0.15651663998966425,460.0,830.0,820.0,,
