Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,225,0,160.0,203.48075669362314,20.974916871637106,879.9445829354227,92.0,0.7515881186529648,0.0,160,220,270,290,410,480,630,710,880,880,880
,Aggregated,225,0,160.0,203.48075669362314,20.974916871637106,879.9445829354227,92.0,0.7515881186529648,0.0,160,220,270,290,410,480,630,710,880,880,880
