timestamp,elapsed,throughput,response_time_avg,cpu_usage_task1,cpu_usage_task2,throughput_task1,throughput_task2,response_time_task1,response_time_task2,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate
1763285209.323043,9.5367431640625e-07,0.0,,0.14599017817638266,0.18606757111886416,0.0,2.362357777777778,,97.87436488941643,5.0,1.5,116.60449638624083,0.0
1763285214.4855099,5.16246771812439,0.0,,0.18080874089021756,0.21497127148684303,0.0,5.362867222222222,,97.4198261082113,5.0,3.2857142857142856,121.39560816285666,0.0
1763285219.63455,10.311507940292358,0.0,,0.1630508,0.21613885598579982,0.0,5.988598888888888,,98.33279436385114,5.0,3.4,148.42890062771568,0.0
1763285224.786996,15.463953733444214,2.2,0.2224621212121212,0.1630508,0.24446010026374393,2.2,6.613357222222222,222.4621212121212,99.06772636331182,5.0,2.7,216.037734825578,0.0
1763285229.4218261,20.09878396987915,2.2,0.2224621212121212,0.3055491020276076,0.22636612500000006,2.2,7.177282222222223,222.4621212121212,99.61832586919228,5.0,3.3,234.00880111980118,0.0
1763285234.566106,25.243063926696777,2.2,0.2224621212121212,0.27216769999999996,0.25861245905581515,2.2,7.3,222.4621212121212,103.57787970679016,5.0,4.2,222.42434416828607,0.0
1763285239.7068532,30.383810997009277,2.2,0.2224621212121212,0.37840221521900524,0.3622751834310814,2.2,7.6,222.4621212121212,122.16308829596412,5.0,4.4,234.17516503051468,0.0
1763285244.3424451,35.01940298080444,2.2,0.2224621212121212,0.37895991091314035,0.30163534932448827,2.2,7.633333333333333,222.4621212121212,141.82167523188406,5.0,3.8,240.01336267616168,0.0
1763285249.477582,40.154539823532104,4.8945155555555555,0.23124186003654126,0.3789599109131403,0.37998941452624924,4.895137777777778,7.633333333333335,231.24820760519444,145.52565217391307,5.0,3.5,241.43028174784715,0.0
1763285254.618755,45.29571294784546,5.2144,0.23379301856618445,0.30386919820215275,0.37998941452624924,5.215084444444445,7.633333333333333,233.79906865519973,145.52565217391307,5.0,3.6,245.67361490664172,0.0
1763285259.755079,50.43203687667847,7.167178893148005,0.25476326572017216,0.40646960736986093,0.37998941452624924,7.1678633375924505,7.633333333333333,254.76511258501225,145.52565217391307,5.0,3.3,247.08116520908948,0.0
1763285264.392116,55.06907391548157,7.455703337592451,0.25544906814394186,0.40646960736986093,0.34286800020903185,7.45626333759245,7.633333333333333,255.4506318832486,145.52565217391307,5.0,3.7,245.04953596665925,0.0
1763285269.5260532,60.20301103591919,7.566538893148006,0.25924034979993976,0.38481775599718426,0.388476872530493,7.566538893148006,7.6,259.27141557593086,124.95429184549354,5.0,4.0,255.34884073241645,0.0
1763285274.676841,65.35379886627197,7.566538893148006,0.26723999407184545,0.3848177559971842,0.3728330974677065,7.566538893148006,7.733333333333333,267.23999407184544,112.61152173913045,5.0,4.2,258.4495827023735,0.0
