timestamp,elapsed,throughput,response_time_avg,cpu_usage_task1,cpu_usage_task2,throughput_task1,throughput_task2,response_time_task1,response_time_task2,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate
1763285279.821206,70.49816393852234,7.59987222648134,0.2735827946950457,0.41952786146622156,0.38765431481313084,7.599872226481339,7.733333333333333,273.58279469504566,112.61152173913045,5.0,4.1,263.12727719330445,0.0
1763285284.458508,75.13546586036682,7.599872226481339,0.27358279469504565,0.41952786146622156,0.38765431481313084,7.599872226481339,7.733333333333333,273.58279469504566,112.61152173913045,5.0,3.6,258.44998783226043,0.0
1763285289.587313,80.2642707824707,7.566666666666667,0.27862987012987006,0.40751813346228244,0.23967289999999997,7.566666666666666,7.733333333333333,278.6298701298701,112.61152173913045,5.0,3.9,257.891425370382,0.0
1763285294.727616,85.40457391738892,7.566666666666666,0.27862987012987006,0.40751813346228244,0.26871048876808806,7.566666666666666,7.733333333333333,278.6298701298701,112.61152173913045,5.0,3.8,254.89730248017327,0.0
1763285299.346472,90.02342987060547,7.566666666666666,0.27862987012987006,0.3698420518195814,0.38852560320182966,7.566666666666666,7.699999999999999,278.6298701298701,125.36422222222225,5.0,3.7,257.19110128831215,0.0
1763285304.4902442,95.16720199584961,7.566666666666666,0.27862987012987006,0.3035000927658948,0.38852560320182966,7.566666666666666,7.800000000000001,278.6298701298701,129.74245689655172,5.0,4.2,258.35978841610455,0.0
1763285309.6314392,100.30839705467224,7.699999999999999,0.26105043859649124,0.39193485780615195,0.4026163576541728,7.699999999999999,7.8,261.05043859649123,129.74245689655172,5.0,3.7,261.1865155455108,0.0
1763285314.776034,105.45299196243286,8.000136671222375,0.25718232861626183,0.39193485780615195,0.4026163576541728,8.000136671222375,7.8,257.1823286162618,129.74245689655172,5.0,3.7,259.97833526562493,0.0
1763285319.4242072,110.10116505622864,8.000136671222375,0.2571823286162618,0.3106839905675613,0.4026163576541728,8.000136671222375,7.8,257.1823286162618,129.74245689655172,5.0,4.4,261.4308260547529,0.0
1763285324.562282,115.23923993110657,8.000136671222375,0.25718232861626183,0.2755272003313926,0.39293995029966383,8.000136671222375,7.8,257.18232861626177,129.74245689655172,5.0,4.1,259.8749478144459,0.0
1763285329.700105,120.37706279754639,8.000136671222375,0.25718232861626183,0.40087778200281826,0.3809419858683526,8.000136671222375,7.7666666666666675,257.1823286162618,122.8618025751073,5.0,3.3,262.77377942672933,0.0
1763285334.330647,125.0076048374176,8.000136671222375,0.25718232861626183,0.4120799548843911,0.359429055264272,8.000136671222373,7.333333333333333,257.1823286162618,123.85672645739915,5.0,3.5,262.02506617620037,0.0
1763285339.465936,130.14289379119873,8.100136671222375,0.26787648438657424,0.39874214520057155,0.38683894225386795,8.100136671222376,7.333333333333333,267.87648438657425,123.85672645739915,5.0,4.5,259.07263689258275,0.0
1763285344.623213,135.3001708984375,8.100136671222375,0.26787648438657424,0.39874214520057155,0.3868389422538679,8.100136671222375,7.333333333333333,267.87648438657425,123.85672645739915,5.0,4.1,258.8204096004899,0.0
1763285349.766643,140.44360089302063,7.633333333333333,0.2608949561403506,0.3828801464846379,0.33651830611212735,7.633333333333333,7.333333333333333,260.8949561403506,123.85672645739915,5.0,3.1,260.0668232406829,0.0
1763285354.4025118,145.07946968078613,7.633333333333333,0.2608949561403506,0.3828801464846379,0.30938035005905645,7.633333333333333,7.333333333333333,260.8949561403506,123.85672645739915,5.0,3.4,259.0163272805512,0.0
1763285359.550656,150.22761392593384,7.633333333333333,0.2608949561403506,0.4418206133883813,0.3901707328102742,7.633333333333333,7.366666666666666,260.8949561403506,135.8433920704846,5.0,3.9,259.5291932890375,0.0
1763285364.682917,155.35987496376038,7.633333333333333,0.2608949561403506,0.4418206133883813,0.3901707328102742,7.633333333333333,7.7333333333333325,260.8949561403506,136.33362068965513,5.0,4.1,261.1330975840283,0.0
1763285369.817343,160.49430084228516,7.199999999999999,0.25812660550458677,0.4142686497595289,0.327570081220446,7.199999999999999,7.7333333333333325,258.1266055045868,136.33362068965513,5.0,3.9,267.1108721068219,0.0
1763285374.451345,165.1283028125763,7.199999999999999,0.2581266055045867,0.4142686497595288,0.2926553973398821,7.200000000000001,7.7333333333333325,258.12660550458673,136.33362068965513,5.0,4.3,269.09085018067833,0.0
1763285379.5800269,170.25698471069336,7.466666666666667,0.2917655701754386,0.3733332467418632,0.38401356869150083,7.466666666666667,7.7333333333333325,291.7655701754386,136.33362068965513,5.0,4.0,272.01862595144877,0.0
1763285384.724011,175.40096879005432,7.466666666666667,0.2917655701754386,0.3496756768566963,0.3579478152826675,7.466666666666667,7.7333333333333325,291.7655701754386,136.33362068965513,5.0,3.0,268.89026136746065,0.0
1763285389.350933,180.02789092063904,7.466666666666667,0.2917655701754386,0.41512807582859046,0.2788995146251814,7.466666666666667,7.833333333333333,291.7655701754386,133.71347826086952,5.0,3.7,267.76976619414194,0.0
1763285394.478457,185.1554148197174,7.466666666666667,0.2917655701754386,0.4151280758285905,0.24309355344295944,7.466666666666667,7.633333333333333,291.7655701754386,136.8011013215859,5.0,3.9,268.7803608306742,0.0
1763285399.6225762,190.29953408241272,7.833333333333333,0.30513733905579404,0.3638765759787653,0.3794731806943998,7.833333333333333,7.633333333333333,305.13733905579403,136.8011013215859,5.0,4.0,266.83138589926943,0.0
1763285404.754872,195.4318299293518,7.866666666666666,0.2756314655172414,0.28638754297168734,0.3794731806943998,7.866666666666666,7.633333333333333,275.6314655172414,136.8011013215859,5.0,4.6,267.6428727376716,0.0
1763285409.38818,200.06513786315918,7.866666666666666,0.2756314655172414,0.39696429559333546,0.3671328756204485,7.866666666666666,7.633333333333333,275.6314655172414,136.8011013215859,5.0,4.4,267.89432375519095,0.0
1763285414.520138,205.19709587097168,7.866666666666666,0.2756314655172414,0.41785932122938163,0.3785289126084053,7.866666666666666,7.633333333333333,275.6314655172414,136.8011013215859,5.0,3.7,269.85186030953,0.0
1763285419.6507678,210.32772564888,7.866666666666666,0.2756314655172414,0.33192655181855923,0.3785289126084053,7.866666666666666,7.300000000000001,275.6314655172414,131.77297297297292,5.0,3.7,272.51523845774085,0.0
1763285424.331472,215.0084297657013,7.866666666666666,0.2756314655172414,0.29965388357561007,0.3785289126084053,7.866666666666666,7.433333333333334,275.6314655172414,127.73116591928253,5.0,3.6,272.4939644236352,0.0
1763285429.47918,220.15613794326782,7.666666666666666,0.27270305676855905,0.3828797806194276,0.37429680736716714,7.666666666666666,7.433333333333334,272.70305676855907,127.73116591928253,5.0,3.6,270.5721736406202,0.0
1763285434.622303,225.29926085472107,7.666666666666666,0.27270305676855905,0.3828797806194276,0.37429680736716714,7.666666666666666,7.433333333333334,272.70305676855907,127.73116591928253,5.0,3.0,268.83656232054074,0.0
1763285439.7597282,230.43668603897095,7.333333333333334,0.2827963800904978,0.37699292581880717,0.4065670720997628,7.333333333333334,7.433333333333334,282.7963800904978,127.73116591928253,5.0,3.5,267.864466426479,0.0
1763285444.3943849,235.0713427066803,7.333333333333334,0.2827963800904978,0.3392036458042544,0.4065670720997628,7.333333333333334,7.433333333333334,282.7963800904978,127.73116591928253,5.0,3.8,267.37909459022643,0.0
1763285449.527452,240.20440983772278,7.333333333333334,0.2827963800904978,0.3392036458042544,0.35549546926211595,7.333333333333334,7.933333333333334,282.7963800904978,124.62051282051287,5.0,3.8,268.54364176116627,0.0
1763285454.662861,245.33981895446777,7.333333333333334,0.2827963800904978,0.2770813247722536,0.42415145075817196,7.333333333333334,7.766666666666666,282.7963800904978,122.00854166666673,5.0,3.4,269.399557054872,0.0
1763285459.82042,250.49737787246704,7.466666666666667,0.2636734234234233,0.3863855960083342,0.3552833935367368,7.466666666666668,7.766666666666666,263.6734234234233,122.00854166666676,5.0,4.2,269.5446358909378,0.0
1763285464.45561,255.13256788253784,7.466666666666667,0.2636734234234233,0.3863855960083342,0.31893361420676153,7.466666666666667,7.766666666666666,263.6734234234233,122.00854166666673,5.0,4.5,268.5391803628997,0.0
1763285469.607742,260.2846999168396,7.8,0.2596709956709956,0.3863855960083342,0.3933551198834283,7.8,7.766666666666666,259.6709956709956,122.00854166666673,5.0,5.0,267.4237945555407,0.0
1763285474.7596219,265.43657970428467,7.8,0.2596709956709956,0.3124185134124721,0.3360946336126197,7.8,,259.6709956709956,,5.0,4.1,266.7542237718022,0.0
1763285479.4005818,270.0775396823883,7.8,0.2596709956709956,0.39619912690299236,,7.8,,259.6709956709956,,5.0,3.4,267.4122434272722,0.0
1763285484.5317628,275.2087206840515,7.8,0.2596709956709956,0.39619912690299236,,7.8,,259.6709956709956,,5.0,3.3,266.99013270887536,0.0
1763285489.6793852,280.35634303092957,7.633333333333333,0.25792194092827003,,,7.633333333333333,,257.92194092827003,,5.0,3.1,266.0578973340321,0.0
1763285494.8198662,285.4968240261078,7.300000000000001,0.24323671497584595,,,7.3,,243.23671497584598,,5.0,3.6,265.225324960745,0.0
1763285499.451752,290.1287097930908,7.3,0.24323671497584595,,,7.3,,243.23671497584596,,5.0,3.5,266.643901777557,0.0
1763285504.651158,295.328115940094,7.3,0.24323671497584595,,,7.300000000000001,,243.23671497584596,,5.0,3.6,267.80397629660644,0.0
