timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,response_time_task1-svc,throughput_task2-deployment,response_time_task2-svc,locust_response_time_p95,locust_response_time_p99,locust_total_requests
1763402141.243558,140.37629294395447,5.0,3.9,139.3351028718235,0.0,0.45512668685645064,0.35972190613263777,1,1,4.066666666666666,0.16549853556485355,4.366666666666666,0.12614822834645673,520.0,760.0,616.0
1763402145.8707561,145.00349116325378,5.0,4.6,137.82333710960714,0.0,0.45512668685645064,0.35972190613263777,1,1,4.066666666666666,0.16549853556485355,4.366666666666666,0.12614822834645673,500.0,760.0,639.0
1763402151.050349,150.18308401107788,5.0,5.3,137.896349388599,0.0,0.4602878862916008,0.38416734026610977,1,1,4.066666666666666,0.16549853556485355,4.366666666666666,0.12614822834645673,500.0,910.0,664.0
1763402156.18759,155.3203248977661,5.0,4.3,136.2077566026564,0.0,0.4602878862916008,0.38416734026610977,1,1,4.066666666666666,0.1651097916666667,4.366666666666666,0.12614822834645673,500.0,910.0,687.0
1763402161.324662,160.45739698410034,5.0,4.4,137.1523291234637,0.0,0.3722706138129513,0.38416734026610977,1,1,4.066666666666666,0.1651097916666667,4.366666666666666,0.12614822834645673,500.0,760.0,713.0
1763402165.951307,165.08404207229614,5.0,5.1,135.73229155259477,0.0,0.27180150000000014,0.3182898643405902,1,1,4.9,0.1406864661654135,4.5,0.11056647940074907,500.0,760.0,742.0
1763402171.085063,170.21779799461365,5.0,5.4,136.8022344934998,0.0,0.47261944212206447,0.42262976314386524,1,1,4.9,0.1406864661654135,4.5,0.11509908088235292,500.0,760.0,766.0
1763402176.223719,175.35645389556885,5.0,4.9,136.44601109476363,0.0,0.3865199952534774,0.3582292050416902,1,1,4.9,0.1406864661654135,4.5,0.11509908088235292,500.0,760.0,781.0
1763402181.361166,180.493901014328,5.0,3.7,136.6292611051444,0.0,0.4854690442481852,0.45250205965909096,1,1,4.9,0.1406864661654135,4.5,0.11509908088235292,500.0,760.0,799.0
1763402186.001467,185.134202003479,5.0,4.0,140.32221589283074,0.0,0.4854690442481852,0.45250205965909085,1,1,4.9,0.13924071428571427,4.5,0.11509908088235292,500.0,910.0,821.0
1763402191.126314,190.25904893875122,5.0,4.2,140.3556115349349,0.0,0.4854690442481852,0.38645938405184654,1,1,4.9,0.13924071428571427,4.5,0.11509908088235292,500.0,910.0,845.0
1763402196.2551942,195.3879292011261,5.0,4.6,140.28722018006903,0.0,0.41228076827719096,0.3683740923915657,1,1,4.233333333333333,0.1565218518518518,4.400000000000001,0.15183721374045797,500.0,910.0,872.0
1763402200.8841019,200.01683688163757,5.0,4.8,139.31175906805606,0.0,0.5140343474197901,0.4528927931158121,1,1,4.233333333333334,0.15652185185185186,4.4,0.1710069498069498,500.0,910.0,882.0
1763402206.0255182,205.1582531929016,5.0,3.7,139.51890165306557,0.0,0.5294880658949797,0.4528927931158121,1,1,4.233333333333333,0.1565218518518518,4.4,0.1710069498069498,500.0,910.0,905.0
1763402211.174031,210.3067660331726,5.0,3.4,137.9428261013251,0.0,0.4656287850384844,0.44181253746681526,1,1,4.233333333333333,0.1565218518518518,4.4,0.1710069498069498,500.0,910.0,928.0
1763402216.321158,215.4538929462433,5.0,4.6,137.43175694239187,0.0,0.4656287850384844,0.35253510984378134,1,1,4.233333333333333,0.14321249999999996,4.4,0.1710069498069498,500.0,910.0,954.0
1763402220.9539928,220.08672785758972,5.0,5.1,136.99797425933565,0.0,0.35702747650690964,0.41945555555555536,1,1,4.233333333333333,0.1432125,4.4,0.1710069498069498,490.0,910.0,968.0
1763402226.139209,225.2719440460205,5.0,3.8,139.1380919092178,0.0,0.4212078531014251,0.41945555555555536,1,1,4.0,0.11536581027667997,3.8666666666666676,0.16075450980392159,490.0,910.0,991.0
1763402231.2973409,230.43007588386536,5.0,4.4,139.87117146360993,0.0,0.35280135771412535,0.40114967630910425,1,1,4.0,0.11536581027667997,3.8666666666666667,0.14236058091286322,500.0,760.0,1016.0
1763402235.926433,235.05916810035706,5.0,4.1,139.42038429018652,0.0,0.3165845024782878,0.3114515256842162,1,1,4.0,0.11536581027667997,3.8666666666666667,0.1423605809128632,490.0,760.0,1027.0
1763402241.09152,240.22425508499146,5.0,3.9,138.85886207327806,0.0,0.4075868271888324,0.3686465473638575,1,1,4.0,0.11536581027667997,3.8666666666666667,0.1423605809128632,480.0,760.0,1051.0
1763402246.2278678,245.36060285568237,5.0,3.9,138.71553310738554,0.0,0.4075868271888324,0.3686465473638575,1,1,4.0,0.12961566265060248,3.8666666666666667,0.1423605809128632,480.0,760.0,1071.0
1763402251.357111,250.48984599113464,5.0,3.3,138.9788736617803,0.0,0.4309452907413238,0.3686465473638575,1,1,4.0,0.12961566265060248,3.8666666666666667,0.1423605809128632,470.0,760.0,1091.0
1763402255.987514,255.12024903297424,5.0,3.6,138.89366908341134,0.0,0.4309452907413237,0.2076785000000001,1,1,3.8666666666666667,0.15002541322314036,4.066666666666666,0.12130338983050849,460.0,700.0,1103.0
1763402261.134496,260.2672309875488,5.0,3.5,138.70099439394406,0.0,0.36700617736808394,0.3502770845929753,1,1,3.8666666666666667,0.15002541322314036,4.066666666666666,0.12037041666666665,460.0,700.0,1122.0
1763402266.270103,265.4028379917145,5.0,3.9,140.1192775282881,0.0,0.34875406752609267,0.2829090713067297,1,1,3.8666666666666667,0.15002541322314036,4.066666666666666,0.12037041666666665,470.0,760.0,1149.0
1763402270.898186,270.03092098236084,5.0,4.2,140.02263501196833,0.0,0.46299556170265477,0.3813589542375682,1,1,3.8666666666666667,0.15002541322314036,4.066666666666666,0.12037041666666665,470.0,760.0,1170.0
1763402276.055207,275.18794202804565,5.0,4.6,141.31542227923168,0.0,0.3761535675875995,,1,1,3.8666666666666667,0.14908571428571415,4.066666666666666,0.12037041666666665,480.0,760.0,1189.0
1763402281.205388,280.3381230831146,5.0,4.2,145.40761630777294,0.0,0.5245553506843486,,1,1,3.8666666666666667,0.14908571428571415,,,500.0,910.0,1212.0
1763402286.330067,285.4628019332886,5.0,4.4,147.54604753903618,0.0,0.5245553506843487,,1,1,4.433333333333334,0.17748120000000012,,,500.0,910.0,1243.0
1763402290.9572349,290.08996987342834,5.0,5.0,147.01474380256218,0.0,0.5245553506843487,,1,1,4.433333333333334,0.17748120000000012,,,500.0,910.0,1256.0
1763402296.104961,295.2376959323883,5.0,4.9,147.72103820902927,0.0,,,1,1,4.433333333333334,0.17748120000000012,,,510.0,910.0,1287.0
