timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,response_time_task1-svc,throughput_task2-deployment,response_time_task2-svc,locust_response_time_p95,locust_response_time_p99,locust_total_requests
1763402000.867266,9.5367431640625e-07,5.0,5.0,111.91003140047542,0.0,0.03476776628943764,0.027690298404324194,1,1,0.5666666666666667,0.09100606060606062,0.5666666666666667,0.10223888888888885,360.0,360.0,20.0
1763402006.0065951,5.139330148696899,5.0,5.0,92.02378642596082,0.0,0.030600417866941062,0.023518714031580266,1,1,0.5666666666666667,0.09100606060606062,0.5666666666666667,0.11697352941176466,340.0,360.0,47.0
1763402011.15785,10.290585041046143,5.0,4.9,109.2414398156017,0.0,0.029243708926662688,0.24430667432077408,1,1,0.5666666666666667,0.09100606060606062,0.5666666666666667,0.11697352941176466,360.0,570.0,65.0
1763402016.2912362,15.423971176147461,5.0,4.4,102.69072697899011,0.0,0.024908992652227478,0.19373516666666668,1,1,3.1333333333333333,0.10829930555555559,3.1507888888888886,0.16760808475830932,350.0,570.0,94.0
1763402020.9333792,20.0661141872406,5.0,5.0,116.3602705088312,0.0,0.20161587045737928,0.31488675478113853,1,1,3.1333333333333333,0.10829930555555559,3.5108222222222225,0.1636587672156412,500.0,580.0,116.0
1763402026.07829,25.21102499961853,5.0,4.7,109.45041143716446,0.0,0.23366887142087966,0.3523914784559629,1,1,3.1333333333333333,0.10829930555555559,3.9100555555555556,0.16409996775293828,450.0,580.0,135.0
1763402031.217865,30.350600004196167,5.0,3.9,112.47672786717149,0.0,0.2657031644071639,0.36185890286356254,1,1,3.1333333333333333,0.10829930555555559,4.309677777777778,0.16445673892843649,450.0,610.0,158.0
1763402036.35694,35.48967504501343,5.0,4.7,117.25300715474309,0.0,0.22005570000000002,0.32417899169006253,1,1,3.1333333333333333,0.10882307592625182,4.666666666666667,0.16472394843986113,430.0,610.0,181.0
1763402040.9861681,40.118903160095215,5.0,4.3,117.07299758256464,0.0,0.38731766588422334,0.44311804705264995,1,1,3.1333333333333333,0.10886708619685703,4.666666666666667,0.16769104897342996,430.0,610.0,206.0
1763402046.1181371,45.25087213516235,5.0,4.3,119.00909052656866,0.0,0.39249908039527415,0.44161168311386756,1,1,4.366666666666666,0.11842765163340041,4.666666666666667,0.13945665467625898,430.0,620.0,226.0
1763402051.256841,50.38957595825195,5.0,4.7,123.00920549197996,0.0,0.4141637494886865,0.4237574803149607,1,1,4.366666666666666,0.11803486144854945,4.666666666666668,0.12334964539007089,430.0,660.0,248.0
1763402055.881001,55.01373600959778,5.0,4.4,124.71494218119705,0.0,0.4141637494886865,0.4237574803149607,1,1,4.366666666666666,0.11770996588395291,4.666666666666667,0.12334964539007094,450.0,660.0,276.0
1763402061.0268302,60.15956521034241,5.0,4.8,127.10344119738045,0.0,0.3657775175520742,0.41952173814231497,1,1,4.366666666666666,0.1176861510791367,4.666666666666667,0.12334964539007094,450.0,660.0,299.0
1763402066.1893802,65.32211518287659,5.0,5.2,131.3646647477715,0.0,0.32817639077836597,0.41952173814231497,1,1,4.366666666666666,0.13321324809776208,4.666666666666667,0.12334964539007094,450.0,660.0,325.0
1763402071.334312,70.46704697608948,5.0,4.9,133.37802027898996,0.0,0.48077143719806764,0.41952173814231497,1,1,4.366666666666666,0.13465141342756187,4.666666666666667,0.12334964539007094,500.0,700.0,337.0
1763402075.965072,75.09780693054199,5.0,3.3,129.63272777784974,0.0,0.4224813483578491,0.317846035710255,1,1,4.466666666666667,0.14877250922509225,3.6999999999999997,0.1265501937984496,460.0,700.0,360.0
1763402081.1016278,80.23436284065247,5.0,3.9,127.31042524545066,0.0,0.4458420735642074,0.41120276566962266,1,1,4.466666666666667,0.14877250922509225,3.6999999999999997,0.14826569506726459,450.0,700.0,379.0
1763402086.241966,85.3747010231018,5.0,3.7,128.44076691885329,0.0,0.4458420735642074,0.41120276566962266,1,1,4.466666666666667,0.14877250922509225,3.6999999999999997,0.14826569506726459,450.0,700.0,394.0
1763402090.876471,90.00920605659485,5.0,3.2,126.61378014908783,0.0,0.4383774595267747,0.4237485557739264,1,1,4.466666666666667,0.14877250922509225,3.6999999999999997,0.14826569506726459,450.0,660.0,416.0
1763402096.0433788,95.17611384391785,5.0,4.3,127.07622219271246,0.0,0.3506581298754671,0.3498997762164254,1,1,4.466666666666667,0.13937736625514402,3.6999999999999997,0.14826569506726459,450.0,660.0,436.0
1763402101.176915,100.30964994430542,5.0,4.0,127.32796212420486,0.0,0.41295560677850346,0.460451844285048,1,1,4.466666666666667,0.13937736625514402,3.6999999999999997,0.14826569506726459,430.0,660.0,451.0
1763402106.311018,105.4437530040741,5.0,3.8,127.70872630658587,0.0,0.3461137932092139,0.47902274317704685,1,1,3.7333333333333334,0.11661731601731602,3.933333333333334,0.1636617391304348,430.0,660.0,473.0
1763402110.940354,110.07308912277222,5.0,4.0,127.87282760529287,0.0,0.3640732802612778,0.43270971428571425,1,1,3.7333333333333334,0.11661731601731602,3.933333333333333,0.15354775510204083,430.0,660.0,494.0
1763402116.086282,115.2190170288086,5.0,4.3,134.82965659384072,0.0,0.3640732802612778,0.43270971428571425,1,1,3.7333333333333334,0.11661731601731602,3.933333333333333,0.15354775510204083,500.0,700.0,517.0
1763402121.218834,120.35156893730164,5.0,4.3,134.0556931039379,0.0,0.250898625,0.28779197500000003,1,1,3.7333333333333334,0.11661731601731602,3.933333333333333,0.15354775510204083,500.0,700.0,539.0
1763402126.3488169,125.48155188560486,5.0,3.8,132.56009383547666,0.0,0.2738847484888643,0.32213810284336397,1,1,3.7333333333333334,0.1330792531120332,3.933333333333333,0.15354775510204083,500.0,700.0,559.0
1763402130.982121,130.11485600471497,5.0,3.6,133.65553946321342,0.0,0.41055877795508683,0.4094806190838114,1,1,3.7333333333333334,0.1330792531120332,3.933333333333333,0.15354775510204083,500.0,700.0,570.0
1763402136.117214,135.24994897842407,5.0,3.8,139.70705526605684,0.0,0.36688571295050565,0.4094806190838114,1,1,4.066666666666666,0.16549853556485355,4.366666666666666,0.13694052419354844,520.0,910.0,594.0
