timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,locust_response_time_p95,locust_response_time_p99,locust_total_requests,response_time_task1-svc,response_time_task2-svc,throughput_task2-deployment
1763313695.25193,0.0,5.0,2.5,121.83219537837431,0.0,0.27016193095710883,0.1462736138936804,1,1,0.0,480.0,480.0,16.0,0.1274829896907178,0.12846687419946917,4.4
1763313700.3945248,5.142594814300537,5.0,2.857142857142857,131.34537727219632,0.0,0.30667231771705267,0.17958703471851967,1,1,0.0,460.0,480.0,37.0,0.1274829896907178,0.13019920972962537,4.4
1763313705.5564091,10.304479122161865,5.0,4.1,153.66024351759074,0.0,0.3549360766823672,0.2129975226203544,1,1,0.0,460.0,1000.0,58.0,0.1274829896907178,0.13512625584249086,4.4
1763313710.703347,15.451416969299316,5.0,5.0,130.32469560289982,0.0,0.39752667556392524,0.16506579999999998,1,1,0.0,440.0,1000.0,82.0,0.1274829896907178,0.14699849780219781,4.4
1763313715.338363,20.086432933807373,5.0,4.7,133.84144366844683,0.0,0.47093812162718096,0.29753791456498724,1,1,3.299890003666544,400.0,480.0,111.0,0.1274829896907178,0.14719322344322347,4.4
1763313720.4850152,25.23308515548706,5.0,4.7,130.42656581436518,0.0,0.47093812162718096,0.33309747484841923,1,1,3.299890003666544,380.0,480.0,131.0,0.1274829896907178,0.14719322344322347,4.4
1763313725.657672,30.405741930007935,5.0,4.7,132.18606733293697,0.0,0.47093812162718096,0.4379576823025979,1,1,3.299890003666544,380.0,710.0,154.0,0.12805526315789192,0.17254592198581564,4.966666666666667
1763313730.299277,35.04734706878662,5.0,4.7,130.8781181919966,0.0,0.293585375,0.4484327332601536,1,1,3.299890003666544,380.0,710.0,179.0,0.1296084211950014,0.20166982758620694,4.966666666666667
1763313735.4552739,40.203343868255615,5.0,4.6,133.94610494724475,0.0,0.47661049269189815,0.4484327332601537,1,1,3.299890003666544,400.0,710.0,200.0,0.13026944444444305,0.2016698275862069,4.966666666666667
1763313740.622355,45.37042498588562,5.0,4.9,132.2887138851956,0.0,0.47661049269189815,0.47183000975728745,1,1,3.299890003666544,380.0,600.0,223.0,0.13026944444444305,0.20166982758620694,4.966666666666667
1763313745.264221,50.012290954589844,5.0,4.3,131.03721490776053,0.0,0.4825171944160707,0.4862474186970055,1,1,4.366666666666666,380.0,600.0,245.0,0.13026944444444305,0.20166982758620694,4.966666666666667
1763313750.4318678,55.17993783950806,5.0,4.0,132.7596710682029,0.0,0.4707357108631665,0.4862474186970055,1,1,4.366666666666666,380.0,660.0,262.0,0.13026944444444305,0.20166982758620694,4.966666666666667
1763313755.58397,60.33204007148743,5.0,4.2,139.28465326557514,0.0,0.4707357108631665,0.5093037085658024,1,1,4.366666666666667,430.0,660.0,290.0,0.14272659668377927,0.17907624521072796,3.433333333333333
1763313760.761258,65.50932788848877,5.0,4.4,137.13269322844488,0.0,0.39929284585697145,0.5093037085658024,1,1,4.366666666666666,430.0,600.0,315.0,0.15807727683313572,0.13268973214285712,
1763313765.398575,70.14664506912231,5.0,5.3,138.41509336181093,0.0,0.4795417288979407,0.5093037085658024,1,1,4.366666666666666,410.0,600.0,340.0,0.15807727683313572,,
1763313770.546906,75.29497599601746,5.0,5.2,136.7103099686862,0.0,0.4795417288979407,0.41728472248546455,1,1,4.366666666666666,410.0,600.0,366.0,0.15807727683313572,,
1763313775.7158442,80.46391415596008,5.0,4.9,146.99104527512995,0.0,0.4352569368473396,0.4914112986731524,1,1,4.900163338777959,450.0,710.0,390.0,0.15807727683313572,,
1763313780.3672771,85.11534714698792,5.0,5.1,144.22056318490186,0.0,0.4352569368473396,0.4914112986731524,1,1,4.9001633387779595,450.0,660.0,414.0,0.15807727683313572,,
1763313785.519855,90.26792502403259,5.0,4.3,143.3450493689937,0.0,,0.43124718508556803,1,1,4.9001633387779595,450.0,710.0,432.0,0.15825038461538748,,
1763313790.6674838,95.41555380821228,5.0,3.7,140.99883276295648,0.0,,0.37648238630624326,1,1,4.9001633387779595,440.0,710.0,448.0,0.13977333333333664,,
1763313795.3254132,100.07348322868347,5.0,3.9,143.2307932467542,0.0,,,1,1,4.9001633387779595,450.0,710.0,471.0,,,
1763313800.479767,105.22783708572388,5.0,3.7,142.54541330701988,0.0,,,1,1,4.9001633387779595,440.0,710.0,485.0,,,
1763313805.65083,110.39890003204346,5.0,3.6,142.10786099126562,0.0,,,1,1,3.8333333333333335,440.0,710.0,500.0,,,
1763313810.317378,115.06544804573059,5.0,2.8,143.02004709049828,0.0,,,1,1,3.8333333333333335,440.0,710.0,514.0,,,
