timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,locust_response_time_p95,locust_response_time_p99,locust_total_requests,throughput_task1-deployment,response_time_task1-svc,throughput_task2-deployment,response_time_task2-svc
1763401802.1984582,115.20718908309937,1.0,0.5,111.70200737012271,0.0,0.13043290189966344,0.06953708457314435,1,1,300.0,550.0,108.0,0.9666666666666667,0.1454208333333333,1.0,0.1239241071428571
1763401807.332059,120.34078979492188,1.0,0.9,110.93065484457274,0.0,0.13043290189966344,0.11918785586383117,1,1,340.0,550.0,116.0,1.1333333333333333,0.11415657894736844,1.1333333333333333,0.13442785714285713
1763401812.464409,125.473140001297,1.0,1.3,111.02350276206514,0.0,0.06948825000000003,0.11371983855354283,1,1,300.0,550.0,122.0,1.1333333333333333,0.11415657894736844,1.1333333333333333,0.13442785714285713
1763401817.094696,130.10342693328857,1.0,1.1,113.91136145717017,0.0,0.10813029835134733,0.12785162667656752,1,1,340.0,550.0,129.0,1.1333333333333333,0.11415657894736844,1.1333333333333333,0.13442785714285713
1763401822.2471108,135.25584173202515,1.0,1.3,111.6773165669466,0.0,0.0934630241038668,0.12785162667656752,1,1,340.0,550.0,134.0,1.1333333333333333,0.11415657894736844,1.1333333333333333,0.1228081967213115
1763401827.3838348,140.3925657272339,1.0,1.1,111.48839373888315,0.0,0.10415838746143392,0.12785162667656752,1,1,340.0,550.0,138.0,1.1333333333333333,0.11415657894736844,1.1333333333333333,0.12280819672131153
1763401832.020749,145.02947998046875,1.0,0.8,112.84032645492297,0.0,0.09384048100988025,0.12065794353418909,1,1,300.0,550.0,145.0,1.1333333333333333,0.11415657894736844,1.1333333333333333,0.12280819672131153
1763401837.152079,150.1608099937439,1.0,0.9,111.02623903354618,0.0,0.11035231555690338,0.11280810534133567,1,1,300.0,550.0,148.0,0.6333333333333333,0.061055263157894744,0.6333333333333333,0.10161477272727266
1763401842.284348,155.29307889938354,1.0,1.0,109.55226684083321,0.0,0.08818551772388061,0.11280810534133567,1,1,300.0,550.0,151.0,0.6333333333333333,0.061055263157894744,0.6333333333333333,0.10161477272727266
1763401847.4089441,160.41767501831055,1.0,0.5,107.92434077687112,0.0,0.07590896563603478,0.07601207528570993,1,1,300.0,550.0,157.0,0.6333333333333333,0.061055263157894744,0.6333333333333333,0.10161477272727266
1763401852.0428958,165.0516266822815,1.0,0.6,107.52317195549983,0.0,0.06316544401544401,0.06169741792450897,1,1,300.0,550.0,158.0,0.6333333333333333,0.061055263157894744,0.6333333333333333,0.0995720930232557
1763401857.184834,170.19356489181519,1.0,0.8,106.56659792006774,0.0,0.05165670011583011,0.07902049091461033,1,1,290.0,550.0,163.0,0.6333333333333333,0.061055263157894744,0.6333333333333333,0.0995720930232557
1763401862.32546,175.3341908454895,1.0,0.5,107.03064420590773,0.0,0.04626026568211067,0.06856756354987359,1,1,290.0,550.0,165.0,0.6333333333333333,0.061055263157894744,0.6333333333333333,0.0995720930232557
1763401867.457364,180.46609497070312,1.0,0.6,107.19879391055136,0.0,0.07119779314888014,0.06931957522711246,1,1,290.0,550.0,168.0,1.1,0.09094406779661017,1.0666666666666669,0.10811792452830188
1763401872.092978,185.10170888900757,1.0,0.5,106.83357384197457,0.0,0.06734113915508168,0.06931957522711246,1,1,290.0,550.0,171.0,1.1,0.09094406779661018,1.0666666666666667,0.10811792452830188
1763401877.237671,190.2464017868042,1.0,0.6,107.27830848286017,0.0,0.07417912851627133,0.06620441011044602,1,1,300.0,550.0,176.0,1.1,0.09094406779661017,1.0666666666666667,0.10811792452830188
1763401882.3653,195.37403082847595,1.0,0.9,107.09497353582768,0.0,0.07417912851627133,0.05949365206577176,1,1,290.0,550.0,181.0,1.1,0.09094406779661017,1.0666666666666667,0.11275819672131154
1763401887.0072331,200.01596403121948,1.0,1.2,106.41509309566862,0.0,0.08623682386620457,0.10001530742954738,1,1,290.0,550.0,188.0,1.1,0.09094406779661017,1.0666666666666667,0.11275819672131153
1763401892.147498,205.15622878074646,1.0,1.2,104.49590185562181,0.0,0.06875697898862435,0.10001530742954738,1,1,290.0,550.0,194.0,1.1,0.09094406779661017,1.0666666666666667,0.11275819672131153
1763401897.2860742,210.29480504989624,1.0,1.5,106.19664625497535,0.0,0.09923838990807432,0.10571131535332232,1,1,300.0,550.0,200.0,0.7,0.11266862745098037,0.7333333333333333,0.10269107142857152
1763401902.427983,215.4367139339447,1.0,1.1,106.83401642362082,0.0,0.10659303461327141,0.07991995672618155,1,1,290.0,500.0,203.0,0.7,0.11266862745098037,0.7333333333333333,0.10269107142857152
1763401907.053448,220.06217885017395,1.0,0.6,107.29736338941201,0.0,0.08865076206199249,0.10178836793620236,1,1,290.0,500.0,208.0,0.7,0.11266862745098037,0.7333333333333333,0.10269107142857152
1763401912.184681,225.1934118270874,1.0,0.8,105.5988372383037,0.0,0.07951929209678893,0.10178836793620237,1,1,290.0,500.0,214.0,0.7,0.11266862745098037,0.7333333333333333,0.09034659090909089
1763401917.326726,230.33545684814453,1.0,1.1,106.45658720368037,0.0,0.10200709732123235,0.08315643130368025,1,1,290.0,500.0,216.0,0.7,0.11266862745098037,0.7333333333333333,0.09034659090909089
1763401922.465489,235.47421979904175,1.0,0.6,105.69159489997136,0.0,0.08337337584764841,0.050391144110967186,1,1,290.0,500.0,220.0,0.7,0.11266862745098037,0.7333333333333333,0.09034659090909089
1763401927.092271,240.10100197792053,1.0,0.6,109.20937388736756,0.0,0.1056566086336561,0.059917577157017364,1,1,300.0,550.0,222.0,0.6333333333333333,0.15875249999999996,0.6333333333333333,0.09098076923076914
1763401932.231512,245.24024295806885,1.0,0.6,108.99926167996858,0.0,0.06170752500000002,0.059917577157017364,1,1,300.0,550.0,225.0,0.6333333333333334,0.15875249999999994,0.6333333333333333,0.09098076923076914
1763401937.363213,250.37194395065308,1.0,0.5,108.8061930611126,0.0,0.09686093917847458,0.06135358261873352,1,1,300.0,550.0,229.0,0.6333333333333333,0.15875249999999996,0.6333333333333333,0.09098076923076914
1763401942.493485,255.50221586227417,1.0,0.8,108.88585913850768,0.0,0.09686093917847458,0.05680671804376812,1,1,300.0,550.0,231.0,0.6333333333333333,0.15875249999999996,0.6333333333333333,0.090401282051282
1763401947.120218,260.12894892692566,1.0,0.6,110.76048261176904,0.0,0.08606951167642235,0.04598906206562506,1,1,330.0,600.0,237.0,0.6333333333333333,0.15875249999999996,0.6333333333333333,0.090401282051282
1763401952.248095,265.2568259239197,1.0,0.7,110.04075454388173,0.0,0.0778052834490908,0.04113208767288288,1,1,330.0,600.0,239.0,0.6333333333333333,0.15875249999999996,0.6333333333333333,0.090401282051282
1763401957.3771389,270.3858697414398,1.0,0.7,110.31863733745315,0.0,0.07006815751395991,0.046443468724804024,1,1,330.0,600.0,240.0,,,,
1763401962.021536,275.03026700019836,1.0,0.5,110.39057008672312,0.0,0.06308862829780333,0.055586802979972205,1,1,300.0,600.0,242.0,,,,
1763401967.158318,280.1670489311218,1.0,0.5,110.36075572578298,0.0,,,1,1,300.0,600.0,248.0,,,,
1763401972.287773,285.29650378227234,1.0,0.6,110.31681067997124,0.0,,,1,1,300.0,600.0,250.0,,,,
1763401977.4264371,290.4351680278778,1.0,0.7,109.75057325790009,0.0,,,1,1,300.0,600.0,252.0,,,,
1763401982.0604,295.069130897522,1.0,0.7,109.08543083981215,0.0,,,1,1,300.0,600.0,256.0,,,,
