timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,locust_response_time_p95,locust_response_time_p99,locust_total_requests,throughput_task1-deployment,response_time_task1-svc,throughput_task2-deployment,response_time_task2-svc
1763401686.9912698,7.152557373046875e-07,1.0,0.0,164.28772949984705,0.0,0.04127862938921771,0.06609303333333334,1,1,170.0,170.0,2.0,0.47950999999999994,0.0756394672027557,0.4717638888888888,0.09314285714285715
1763401692.223573,5.232303857803345,1.0,0.8333333333333334,102.76313199938159,0.0,0.048095332423518496,0.06609303333333334,1,1,170.0,170.0,6.0,0.5464022222222222,0.07564018881752785,0.5360972222222222,0.09314285714285715
1763401697.361248,10.369978904724121,1.0,0.6,83.73183336251796,0.0,0.04663401125489613,0.06987135000000001,1,1,170.0,170.0,11.0,0.62069,0.0756408043991478,0.6074999999999999,0.09314285714285715
1763401702.0033998,15.012130737304688,1.0,0.8,72.84365485585502,0.0,0.05188498640859736,0.06987135000000001,1,1,170.0,170.0,14.0,0.6948622222222224,0.07564128577668545,0.678847222222222,0.101216178319922
1763401707.1475651,20.156296014785767,1.0,0.9,72.20664816547166,0.0,0.04573825000000001,0.10909609388056105,1,1,200.0,200.0,18.0,0.7688177777777777,0.07564167163899872,0.7499722222222222,0.10143023219834359
1763401712.293417,25.30214786529541,1.0,0.7,77.79320642744312,0.0,0.05023066277455501,0.12940515450361606,1,1,200.0,210.0,21.0,0.8357822222222222,0.07564196130263981,0.8143055555555554,0.10158875897667295
1763401717.422274,30.431005001068115,1.0,0.7,76.03141259921055,0.0,0.09316298210355058,0.1075410752739426,1,1,210.0,270.0,30.0,1.1045505555555555,0.08863033203268599,1.1208588888888888,0.10547920414555387
1763401722.0523362,35.0610671043396,1.0,1.4,84.19033871756162,0.0,0.07715913449452898,0.09754452708853825,1,1,240.0,270.0,39.0,1.2101650000000002,0.08925086724190792,1.2293066666666668,0.10666095147035067
1763401727.19589,40.20462083816528,1.0,1.9,85.6774710649441,0.0,0.10074360202718034,0.10458482559431234,1,1,210.0,270.0,46.0,1.2333333333333336,0.08971688171223444,1.2666666666666666,0.10675102129671095
1763401732.3301902,45.33892107009888,1.0,1.5,86.7921442689364,0.0,0.08555342574485432,0.10458482559431234,1,1,210.0,270.0,52.0,1.2333333333333334,0.09371297137499997,1.2666666666666666,0.11463870967741938
1763401737.449273,50.458003997802734,1.0,1.4,86.99080121024102,0.0,0.1046952294135521,0.11006710061922777,1,1,230.0,270.0,57.0,1.2333333333333334,0.09504124999999997,1.2666666666666666,0.11463870967741938
1763401742.0853472,55.094078063964844,1.0,1.0,93.06553161261564,0.0,0.12060459446552892,0.11006710061922777,1,1,230.0,480.0,62.0,1.2333333333333334,0.09504124999999997,1.2666666666666666,0.11463870967741938
1763401747.220522,60.22925281524658,1.0,0.9,90.9801452028205,0.0,0.09859861114148114,0.09954359901821473,1,1,230.0,480.0,64.0,0.7,0.12884318181818183,0.6666666666666667,0.13015434782608695
1763401752.3580642,65.3667950630188,1.0,0.7,96.07969119085337,0.0,0.07969486871810069,0.07844533320630412,1,1,240.0,630.0,68.0,0.7,0.12884318181818183,0.6666666666666667,0.13015434782608695
1763401757.004241,70.01297187805176,1.0,0.8,98.44324712467925,0.0,0.09750882332426589,0.09523707636099392,1,1,270.0,630.0,72.0,0.7,0.12884318181818183,0.6666666666666666,0.13015434782608695
1763401762.13769,75.14642095565796,1.0,0.7,101.80329553919651,0.0,0.09750882332426589,0.09366040912267329,1,1,270.0,630.0,76.0,0.7,0.12884318181818183,0.6666666666666666,0.11968300000000003
1763401767.274126,80.28285694122314,1.0,0.9,100.16897103767268,0.0,0.07699704389800148,0.09366040912267329,1,1,270.0,630.0,79.0,0.7,0.12884318181818183,0.6666666666666666,0.11968300000000003
1763401772.3979762,85.40670704841614,1.0,0.7,100.58771842137415,0.0,0.06881871602151142,0.07172748281637127,1,1,260.0,630.0,83.0,0.7,0.12884318181818183,0.6666666666666666,0.11968300000000003
1763401777.0249422,90.03367304801941,1.0,0.6,101.52939464678639,0.0,0.11844590390597995,0.09295230750978767,1,1,260.0,630.0,85.0,0.9666666666666667,0.1454208333333333,1.0,0.106943
1763401782.1621509,95.17088174819946,1.0,0.4,109.42708757275805,0.0,0.11844590390597995,0.0899473041493005,1,1,300.0,630.0,89.0,0.9666666666666667,0.1454208333333333,1.0,0.106943
1763401787.303495,100.31222581863403,1.0,0.8,114.64987942078886,0.0,0.1021974592872549,0.0899473041493005,1,1,350.0,630.0,95.0,0.9666666666666667,0.1454208333333333,1.0,0.106943
1763401792.43406,105.44279098510742,1.0,0.8,111.6436213264798,0.0,0.11431966429078341,0.07141918474666531,1,1,300.0,550.0,101.0,0.9666666666666667,0.1454208333333333,1.0,0.1239241071428571
1763401797.0706291,110.07936000823975,1.0,1.5,109.89068433631334,0.0,0.13043290189966347,0.08568296905431724,1,1,300.0,550.0,104.0,0.9666666666666667,0.1454208333333333,1.0,0.1239241071428571
